Participant_ID,Participant_Sex,Participant_Age,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
247,2,45,1,4,1,7,1,1,1,5,7,1,7,1,1,1,1,1,1,1,1,1,3,1,3,4,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,1,1,1,1,2,2,2,5,1,9,1,1,1,5,6,7,7,6,7,6,5,7,7,7,7,6,6,6,7,7,7,4,4
248,2,33,7,7,1,7,1,3,1,7,7,1,7,5,3,1,1,2,3,1,1,1,4,1,4,4,3,3,3,1,1,1,1,3,1,1,1,1,1,1,1,3,3,4,4,2,1,1,1,1,1,1,2,3,4,8,9,1,3,2,1,5,7,7,7,7,5,5,5,6,7,7,3,6,5,5,5,5,5,3,3
250,2,47,1,4,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,3,4,3,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
251,2,50,2,2,2,6,2,3,4,2,6,2,5,5,2,1,1,1,1,1,1,1,2,1,3,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,2,1,3,1,3,1,1,2,1,1,8,3,8,2,2,2,2,6,4,6,6,6,6,6,7,7,7,5,6,6,6,6,7,7,4,1
252,2,47,2,2,1,3,1,4,3,5,5,1,5,1,3,1,2,2,3,1,2,2,3,2,3,4,2,3,4,1,3,2,1,2,1,1,1,1,2,1,2,3,3,3,3,2,2,3,1,1,1,1,2,9,9,8,8,2,2,2,2,6,6,6,6,5,6,5,5,4,7,7,1,5,5,5,3,6,6,1,1
253,2,36,2,2,4,6,4,5,2,2,3,2,5,5,4,1,3,1,1,1,3,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,1,1,3,3,2,3,3,3,3,3,1,3,3,3,1,1,2,2,2,2,2,8,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
254,2,57,5,1,6,4,5,1,6,1,5,5,7,5,1,1,1,1,2,1,1,1,3,1,2,4,3,3,2,1,3,1,1,1,1,1,1,1,1,1,3,4,3,4,4,1,1,3,1,1,1,1,2,2,3,8,8,5,3,1,2,7,7,4,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,4,5
255,2,29,1,3,1,7,1,5,1,4,7,1,7,1,1,1,1,1,1,1,2,1,3,3,2,4,3,4,2,2,1,1,1,2,1,1,1,1,2,2,1,3,4,3,4,3,4,2,2,1,1,1,2,1,2,9,7,1,2,1,2,7,7,7,7,7,7,5,3,7,7,7,5,7,7,7,7,7,7,5,1
256,2,25,6,4,5,6,6,4,7,3,5,6,5,6,1,1,1,2,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,2,7,7,8,8,3,7,4,6,5,6,5,6,6,4,7,7,4,5,6,3,7,7,6,7,7,7,6,1
258,2,32,1,1,1,3,1,1,2,1,7,1,6,1,2,1,1,1,2,1,2,2,3,1,2,4,1,1,4,4,1,1,1,2,1,1,1,1,1,2,1,3,4,2,3,2,1,1,3,1,1,1,2,3,2,2,1,7,1,2,1,6,6,7,7,7,6,7,7,7,7,7,6,7,7,7,3,3,3,2,6
259,2,36,1,1,1,6,1,1,1,4,7,2,6,1,1,1,1,1,1,1,1,1,2,1,2,4,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,4,4,2,1,1,1,1,1,1,2,1,1,2,1,8,1,1,1,6,7,5,7,7,5,5,7,7,7,7,7,6,6,6,7,7,7,4,7
260,2,41,1,2,3,3,1,1,1,3,4,1,4,2,1,1,1,1,2,1,1,1,3,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,3,3,3,3,2,2,3,2,2,1,1,2,1,1,1,1,9,1,1,1,3,6,6,6,6,2,6,3,7,2,7,7,7,7,7,7,7,7,5,6
261,2,33,3,6,1,6,1,3,2,6,7,1,7,6,2,1,1,1,3,2,4,1,3,1,3,4,2,4,4,1,1,2,1,3,1,1,1,3,2,1,1,3,4,4,4,4,3,4,1,1,1,1,2,3,3,3,5,6,3,3,5,6,6,6,7,7,5,7,4,7,7,7,6,7,7,6,6,6,6,5,5
262,2,26,5,2,2,6,2,1,1,2,7,2,7,6,3,1,1,1,1,1,2,1,2,1,3,3,3,3,3,1,2,2,1,2,1,1,1,1,1,1,1,3,3,3,4,2,1,3,1,1,2,1,2,1,1,6,1,9,2,2,2,6,6,7,7,6,7,6,6,4,6,7,7,7,6,6,7,6,7,4,5
264,2,34,6,3,6,6,6,6,6,4,6,6,6,6,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,4,4,4,2,2,2,9,2,2,8,8,8,6,7,6,7,6,5,6,7,7,7,7,7,7,6,7,7,7,7,7,7
265,2,33,3,5,3,4,3,3,3,4,5,3,4,3,2,1,1,3,3,1,2,1,1,1,3,3,3,3,4,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,3,2,3,1,1,1,1,2,2,1,5,9,5,4,2,2,6,6,4,4,5,3,5,5,1,5,7,7,7,7,7,7,7,7,3,1
266,2,56,2,2,2,6,2,1,5,2,5,5,5,4,1,1,1,1,1,1,1,1,3,1,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,3,2,1,1,1,2,1,1,1,1,8,1,1,1,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
267,2,34,1,6,3,7,3,5,2,7,7,3,7,5,1,1,3,1,4,2,4,1,4,2,3,4,2,3,4,4,1,4,1,3,2,3,1,4,2,4,1,4,4,3,4,2,3,4,4,1,4,1,2,1,1,4,2,5,1,1,1,5,6,6,6,5,7,1,5,7,7,7,6,5,1,5,5,1,5,5,6
268,2,55,2,3,1,5,1,1,1,3,6,1,6,5,1,1,1,1,2,1,1,2,1,1,3,3,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,3,3,3,1,2,1,1,1,1,1,2,3,1,2,1,9,2,1,1,6,6,5,5,6,6,5,3,7,7,7,7,6,5,5,3,3,3,2,2
269,2,24,1,5,5,6,4,4,5,3,4,5,4,5,1,1,1,2,3,1,2,2,3,1,4,4,4,1,2,1,2,1,1,2,1,1,2,3,1,1,1,3,4,4,4,2,1,1,1,1,1,1,2,2,2,7,7,4,5,6,4,5,5,5,5,6,5,4,5,6,4,5,4,5,3,4,5,5,4,5,4
270,2,30,4,6,6,6,5,5,4,6,6,6,6,6,3,2,3,3,3,1,2,3,2,3,4,3,3,3,3,1,1,3,1,3,3,3,3,3,2,1,3,4,4,4,3,3,2,3,2,1,2,1,2,3,3,5,5,5,4,5,6,6,5,5,4,4,3,6,6,5,4,6,6,6,6,5,5,5,5,5,2
271,2,32,1,2,1,6,1,5,1,2,7,1,7,2,2,1,1,1,2,1,4,1,2,2,3,3,1,2,3,1,1,1,1,2,1,2,1,3,3,1,1,3,4,3,4,1,1,2,1,1,1,1,2,3,4,7,6,5,2,2,1,6,6,5,7,6,7,6,6,4,7,7,6,5,5,5,3,3,3,2,1
273,2,42,7,3,5,6,5,1,1,2,6,1,6,6,3,1,4,2,1,2,4,1,4,2,4,4,4,3,3,4,1,1,4,1,3,4,3,3,4,4,4,4,4,4,4,4,2,4,4,1,2,1,2,2,2,1,1,9,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
274,2,43,1,1,1,7,7,1,1,1,7,1,7,1,4,1,1,1,2,1,2,1,3,3,4,4,4,3,4,1,1,4,1,2,1,1,1,1,1,1,4,4,4,4,4,4,3,4,1,1,4,1,2,1,1,1,1,9,1,1,1,6,7,7,6,6,5,1,1,6,6,7,7,1,1,1,7,7,7,1,1
276,2,35,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,2,2,2,9,9,9,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
277,2,24,3,3,4,3,2,4,3,2,4,3,3,4,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,3,5,3,4,5,3,2,3,4,2,4,3,2,3,5,3,3,3,2,5,2,3,3,2,4,3,2
278,2,45,5,4,3,6,3,1,4,3,5,3,5,4,2,2,1,2,2,1,3,1,2,1,3,3,2,2,3,3,3,2,1,2,1,1,1,3,1,1,1,3,3,3,3,1,2,2,1,2,1,1,2,2,4,5,3,5,5,4,3,3,5,5,5,5,3,7,1,7,6,7,4,3,3,3,6,6,6,3,5
280,2,30,2,4,5,5,5,2,5,4,4,6,5,5,3,1,1,1,1,1,2,2,1,2,3,3,3,2,2,2,2,2,1,3,3,2,3,2,2,3,3,2,4,3,3,3,2,3,1,3,3,3,2,3,5,8,8,4,5,5,4,6,5,5,6,5,6,6,6,6,6,6,5,6,6,6,5,5,6,6,6
281,2,32,5,3,3,5,3,4,4,4,3,2,5,4,3,1,3,1,1,1,1,2,1,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,1,2,1,1,2,1,1,5,2,7,2,1,1,3,6,4,5,7,4,3,5,5,3,6,5,5,4,4,7,7,7,5,4
282,2,34,1,7,1,5,1,2,1,7,6,1,5,7,1,1,1,1,1,1,1,3,3,1,3,4,3,3,4,1,2,1,1,1,1,1,1,2,2,1,2,3,3,3,4,3,3,4,1,1,1,1,2,2,2,9,9,1,7,2,1,5,5,3,5,7,7,3,7,4,7,7,1,7,5,6,3,3,2,1,1
283,2,35,6,1,1,7,1,1,5,1,7,1,7,2,4,1,3,1,1,1,4,1,2,3,4,4,3,4,4,1,1,1,1,2,1,4,1,1,1,1,1,3,4,4,4,3,3,4,1,1,1,1,2,1,1,1,1,9,1,1,1,5,7,5,6,7,2,7,5,4,7,7,7,7,7,7,6,6,6,5,7
284,2,40,2,4,1,4,1,3,1,3,6,1,5,4,1,1,2,1,1,1,3,1,2,1,3,4,2,3,3,2,2,1,1,2,1,1,1,4,3,3,1,2,3,4,3,2,3,3,1,1,1,1,2,3,3,3,3,4,2,2,2,6,7,4,6,7,5,7,7,7,7,7,6,7,7,7,6,6,6,6,6
285,2,25,3,7,1,7,1,1,1,7,7,2,4,1,3,1,1,2,2,1,2,1,3,1,3,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,3,3,1,3,1,1,1,1,1,2,2,2,9,9,1,4,3,3,3,6,3,6,7,6,6,6,1,6,6,1,5,6,6,6,6,6,6,6
286,2,38,2,5,2,5,2,3,2,5,5,2,5,4,2,2,4,2,2,3,3,2,2,3,4,4,3,3,3,2,1,2,1,3,2,2,1,3,2,3,1,3,3,4,4,3,1,3,3,1,1,1,2,2,1,5,2,7,2,2,4,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,4,5,5
287,2,35,4,5,1,5,1,3,1,5,7,1,6,5,2,1,3,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,2,1,1,3,1,9,1,1,5,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,1
289,2,44,6,5,4,5,6,7,6,5,6,1,1,1,3,2,4,4,3,2,3,3,2,1,2,3,4,3,3,3,4,3,2,3,4,3,2,3,2,4,4,3,2,3,4,3,2,3,3,4,3,2,2,2,2,1,2,9,6,7,4,5,6,7,7,7,6,7,6,7,7,6,7,7,6,7,4,6,7,6,5
290,2,39,5,2,4,4,4,1,4,4,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,1,1,4,5,3,4,5,6,7,7,7,2,7,7,6,6,6,6,6,6,1,1
291,2,47,1,1,1,7,1,5,1,1,7,1,4,1,4,1,4,2,4,4,4,2,4,3,4,4,4,3,4,1,2,2,1,4,2,4,2,4,4,1,2,1,4,4,4,4,3,4,1,1,2,1,2,7,2,1,1,9,1,1,1,5,6,7,6,7,7,1,2,2,3,7,7,1,1,1,5,5,5,1,3
292,2,38,1,4,4,4,4,4,3,3,3,3,3,4,1,2,1,3,3,1,1,3,3,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,1,1,1,1,1,1,7,7,6,7,7,5,1,1,7,7,7,7,1,1,1,6,4,4,5,7
293,2,36,2,5,2,5,4,3,5,5,3,5,3,5,1,1,1,1,1,1,3,1,1,2,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,1,2,1,1,1,1,1,4,2,8,2,4,4,2,4,6,6,5,5,7,7,7,2,4,4,7,7,7,7,7,6,6,6,3,2
295,2,44,5,2,2,5,2,2,5,2,5,2,5,2,1,1,1,1,1,1,1,1,1,1,2,4,3,2,4,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,4,1,1,1,1,2,3,3,8,5,3,3,2,2,5,4,6,6,5,7,7,3,4,6,6,2,7,6,6,6,6,6,5,4
296,2,34,1,4,1,7,1,6,1,4,6,1,7,4,4,1,4,1,2,1,1,2,2,1,3,4,2,2,4,1,2,4,1,4,1,3,1,2,4,1,2,3,4,4,4,3,4,4,2,1,4,1,2,2,2,4,3,3,1,1,1,7,6,7,7,7,7,5,1,7,7,7,6,7,7,7,7,7,7,5,7
297,2,38,1,6,3,3,1,1,1,6,5,1,5,2,3,1,1,1,1,1,1,1,3,1,4,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,3,2,1,1,1,2,2,2,3,1,9,2,1,1,3,6,6,6,7,6,7,7,7,7,1,6,6,7,6,6,6,6,6,7
298,2,44,5,2,2,4,2,3,2,2,6,2,6,2,2,1,3,1,3,3,3,2,3,1,1,4,3,2,2,2,3,3,1,2,1,1,1,2,3,2,2,2,4,3,4,3,2,2,2,1,2,1,2,4,4,7,2,7,2,2,2,1,5,1,1,1,6,3,7,5,2,7,7,6,5,7,5,5,6,2,2
299,2,44,1,6,1,5,1,1,1,6,4,1,4,4,4,1,2,1,3,1,1,2,4,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,4,3,2,1,1,1,1,1,1,1,1,1,3,9,5,6,3,2,1,5,7,5,6,7,5,1,1,4,3,7,7,5,3,7,3,2,7,1,4
300,2,28,2,2,2,6,2,2,3,3,3,2,3,3,1,1,1,1,1,1,1,1,3,1,3,3,1,2,2,1,1,1,2,2,2,1,2,2,3,2,3,2,2,3,2,2,3,2,2,2,3,2,2,2,1,1,1,8,1,1,1,6,6,5,3,4,5,5,5,4,3,3,4,5,4,3,4,5,4,3,4
301,2,56,1,1,1,1,1,1,1,1,6,1,4,4,2,1,2,1,3,1,1,1,2,1,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,8,1,9,2,1,3,4,6,6,6,7,6,6,6,4,4,7,7,6,6,6,6,6,6,6,6
302,2,66,2,6,2,6,2,6,6,6,4,6,4,6,1,1,1,1,1,1,1,1,2,1,4,4,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,3,3,4,3,1,1,1,1,1,1,1,1,9,9,9,1,9,2,1,1,2,7,2,6,6,6,7,7,1,4,7,7,1,1,1,4,4,4,1,1
303,2,62,2,1,1,4,1,4,1,1,5,2,5,5,3,1,1,2,3,1,2,2,1,1,3,3,2,1,2,1,1,2,1,3,1,1,2,3,1,1,1,2,3,3,3,2,1,3,1,1,2,1,1,2,3,7,2,7,1,1,1,4,3,5,5,4,7,1,1,3,1,7,7,5,4,6,4,5,5,2,1
304,2,33,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,3,1,3,3,3,3,3,3,3,1,3,2,1,2,1,1,1,3,2,1,2,1,4,4,4,3,3,3,1,1,3,1,2,2,2,2,2,8,7,3,3,6,6,5,5,5,5,4,4,6,1,7,7,6,2,5,5,5,5,5,5
305,2,31,2,2,2,4,1,1,2,2,6,1,6,5,3,1,3,1,2,3,3,2,4,2,3,4,3,2,3,2,3,2,1,3,3,4,1,2,3,3,1,3,3,4,3,3,1,3,4,3,3,1,2,2,2,3,2,8,4,2,4,5,6,4,5,6,5,6,5,6,5,2,4,5,5,6,5,5,6,4,5
