Participant_ID,Participant_Sex,Participant_Age,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
357,1,27,2,5,5,6,2,5,2,6,6,2,5,6,3,1,1,1,2,1,1,3,2,3,3,4,3,2,2,4,3,2,1,2,1,1,1,3,3,3,3,3,4,3,3,2,3,2,2,2,3,1,2,2,5,6,4,6,4,2,3,6,6,6,6,3,6,6,6,6,6,7,5,5,5,5,5,5,5,5,5
358,1,43,1,4,4,7,1,4,1,4,7,2,7,6,1,1,2,1,1,2,2,2,3,2,3,4,3,4,4,4,2,2,1,2,1,1,1,1,3,4,1,4,4,3,4,2,3,4,4,1,2,1,2,4,3,9,9,1,8,7,6,4,6,4,4,5,5,6,2,7,7,4,2,2,2,2,3,3,3,3,3
359,1,42,2,1,3,7,2,4,2,1,7,4,7,1,3,1,3,1,1,4,4,2,4,4,4,4,4,3,2,4,1,4,2,1,2,3,2,2,3,3,3,2,2,3,3,3,2,3,3,2,2,3,2,2,1,1,2,9,2,2,1,1,4,6,5,4,7,6,4,6,6,6,6,4,3,3,5,5,6,6,4
360,1,44,5,4,5,6,4,5,6,4,3,5,6,5,2,3,3,4,2,3,3,4,3,2,3,2,2,3,2,3,3,3,3,2,3,3,2,3,4,3,2,3,3,2,3,2,1,2,3,3,3,2,2,1,1,1,1,1,2,2,1,5,4,3,4,5,6,5,4,3,5,5,6,5,4,3,4,5,6,4,3
361,1,39,5,5,5,5,5,4,6,6,6,5,4,6,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,2,2,3,2,6,5,3,6,3,4,5,5,6,6,5,3,6,4,6,6,6,6,5,6,6,6,6,5,6,2
362,1,71,6,7,6,7,7,6,2,7,6,6,6,7,1,1,1,1,3,4,4,4,4,4,4,4,3,3,3,4,1,1,3,3,4,4,1,1,4,4,3,4,4,4,4,4,2,2,4,1,3,2,2,2,2,1,1,9,2,4,8,6,5,6,7,7,7,6,6,6,6,6,6,6,6,7,7,7,6,6,6
363,1,24,5,3,2,5,3,5,1,5,2,6,3,5,3,2,3,1,3,2,3,2,4,3,2,3,2,3,2,1,3,2,3,2,3,1,3,2,3,2,3,2,3,2,3,2,1,2,3,2,1,3,6,4,7,6,2,6,6,3,6,5,2,6,3,5,3,5,2,5,2,5,2,5,2,5,3,6,4,6,2
364,1,29,5,2,5,3,4,3,3,6,5,3,5,4,3,2,2,4,3,2,2,3,2,3,2,4,3,3,2,3,2,3,4,3,3,3,2,1,3,2,3,3,2,3,4,2,3,3,2,3,2,4,2,5,5,6,5,7,6,5,5,5,5,6,4,5,5,3,2,5,5,5,6,6,4,5,5,3,4,6,5
365,1,32,2,1,2,7,2,2,1,1,7,1,7,5,2,1,3,2,1,4,4,2,3,3,3,3,3,2,3,4,2,3,2,1,3,3,1,1,4,4,2,4,4,4,4,3,2,3,3,1,2,2,2,2,1,3,3,7,5,4,5,5,6,6,6,6,3,5,5,7,7,1,1,5,5,6,6,6,6,5,6
366,1,34,2,7,5,4,5,2,4,7,7,1,7,6,2,1,2,1,1,1,1,3,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,3,3,2,2,3,3,2,1,2,1,2,2,1,2,6,6,7,6,1,7,6,7,4,3,6,7,7,5,7,7,4,6,4,1,3,2,2,1,2,2,2,3
368,1,32,5,6,5,5,5,5,6,5,6,5,5,6,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,3,3,3,2,2,2,3,9,9,7,8,7,6,7,6,6,6,7,6,7,6,7,6,7,6,6,6,7,6,6,7,6
371,1,30,4,4,3,4,4,1,3,1,3,4,1,1,2,3,2,2,3,2,2,3,3,1,2,2,2,1,2,2,2,3,1,2,2,1,2,2,2,3,1,2,2,2,3,1,2,1,1,2,2,3,1,1,1,7,5,6,4,4,4,3,4,5,4,5,4,1,1,1,1,1,1,1,3,1,3,4,4,5,4
373,1,45,1,7,1,7,1,1,4,7,7,1,7,7,1,1,1,1,1,1,3,1,2,1,1,4,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,1,3,2,1,1,1,2,3,1,1,1,9,1,1,1,6,6,5,7,7,6,1,7,7,7,7,7,6,5,6,6,6,6,5,6
374,1,29,2,5,6,6,1,4,1,5,7,1,6,2,2,1,1,1,1,1,3,1,3,2,2,4,2,2,3,1,1,2,1,1,1,1,1,2,1,1,1,3,4,3,3,1,3,3,2,1,1,1,1,1,2,2,2,7,2,2,2,6,7,7,7,6,3,7,2,4,4,7,6,5,5,5,6,6,6,2,2
375,1,49,1,6,2,7,2,3,5,6,6,4,6,7,2,1,4,1,3,3,4,2,3,4,4,4,4,2,4,4,1,2,2,2,2,4,1,1,3,4,2,4,4,4,4,3,3,1,3,3,2,2,2,2,2,1,5,2,2,2,2,6,7,7,7,7,6,7,7,7,7,2,5,7,7,7,7,6,7,7,7
378,1,29,1,6,1,6,1,5,4,6,6,1,6,6,1,1,1,1,1,1,1,1,2,1,2,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,2,3,3,1,1,1,1,2,1,2,8,8,2,8,1,3,5,6,5,6,6,2,7,3,4,7,7,2,7,7,7,4,2,3,2,1
380,1,31,1,7,1,6,1,1,1,6,7,1,6,5,3,1,3,1,2,1,1,2,3,3,3,3,2,3,4,1,2,2,1,2,1,1,1,2,1,3,1,2,4,3,4,3,3,4,3,1,2,1,2,2,1,6,2,2,4,1,5,7,7,7,7,7,7,5,1,7,7,7,2,6,5,6,6,6,6,6,4
381,1,31,1,7,1,7,1,2,1,7,6,1,6,7,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,3,3,3,3,2,3,3,2,1,1,1,2,1,1,9,9,1,8,2,3,6,7,7,6,2,2,7,5,4,7,6,2,6,5,5,6,5,5,2,4
382,1,43,6,3,4,3,5,3,3,5,5,2,4,4,3,2,3,4,3,2,2,2,3,3,2,3,2,4,3,3,2,3,2,3,3,3,2,2,3,1,2,3,3,3,3,2,1,2,2,3,2,1,2,3,5,7,5,4,7,7,5,5,6,4,4,4,6,4,3,5,5,3,3,6,4,3,5,5,2,5,5
385,1,27,1,5,1,7,1,1,1,6,7,1,6,6,2,1,1,1,1,1,1,1,3,1,1,4,1,3,4,1,1,3,1,1,4,1,1,1,1,2,1,4,3,3,4,2,2,3,1,1,3,1,2,1,1,1,1,9,1,1,1,1,6,7,5,6,2,7,7,4,7,1,7,6,6,6,6,6,6,5,5
387,1,57,4,6,4,6,3,3,4,6,6,4,6,6,2,1,1,1,2,1,1,1,3,2,2,4,2,2,3,2,2,2,1,2,1,1,1,3,1,2,2,3,3,4,3,2,1,3,2,1,2,1,2,4,4,4,2,6,2,3,3,4,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5,6,3,2
388,1,21,1,6,4,7,5,7,5,7,7,6,7,1,4,1,3,1,1,3,4,1,2,1,3,4,4,1,2,4,1,1,1,1,1,1,1,2,3,1,1,3,3,4,4,4,1,2,2,1,1,1,2,1,1,5,5,8,8,5,8,7,4,5,3,6,4,5,6,2,7,3,6,3,7,7,7,2,5,4,6
389,1,29,1,7,1,7,1,1,1,7,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,1,1,4,1,1,1,1,2,2,2,7,1,9,1,1,1,7,7,7,7,7,5,6,7,4,7,7,7,7,7,7,7,7,7,4,4
390,1,38,5,5,6,5,2,3,4,2,6,3,3,1,1,2,2,2,3,1,2,2,2,2,2,1,2,1,1,3,2,3,3,3,2,2,2,2,1,1,1,3,3,3,2,2,3,3,3,3,2,2,2,2,1,7,5,1,2,3,3,6,6,2,2,5,2,5,1,1,4,6,6,4,4,3,2,2,2,1,1
391,1,32,1,2,1,7,1,1,2,6,6,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,7,2,2,5,6,5,6,4,3,7,5,4,1,7,7,6,6,7,2,4,2,2,6
392,1,30,2,4,1,5,2,5,4,3,4,2,4,4,2,2,2,3,3,1,2,2,3,3,3,4,3,1,3,1,1,3,1,1,2,2,3,1,2,1,2,3,3,3,2,3,3,2,2,1,2,2,2,4,5,4,5,4,7,7,6,4,5,6,5,6,5,7,6,4,5,4,4,5,5,5,4,5,4,4,2
393,1,40,1,6,1,6,2,2,1,6,5,1,5,5,3,2,3,2,4,3,3,2,1,3,2,3,2,3,4,4,1,3,2,3,2,3,2,1,3,3,1,2,3,2,3,3,2,3,2,1,2,2,2,5,6,1,1,9,2,1,1,7,7,5,6,7,5,7,7,7,7,7,7,7,6,6,5,5,5,2,2
394,1,62,3,1,2,5,1,1,1,1,7,1,7,4,1,1,2,1,1,2,1,2,3,1,3,4,2,2,4,4,1,1,1,1,1,1,1,1,2,4,2,4,4,4,4,3,4,4, ,1,1,1,2,1,2,8,3,7,4,2,2,6,7,7,7,7,6,6,5,7,7,7,7,1,1,1,7,7,7,6,1
395,1,33,3,2,2,7,2,6,6, ,6,5,7,2,3,2,3,1,3,2,3,2,3,3,4,4,4,3,3,4,2,3,3,3,3,1,1,2,2,3,2,3,4,4,4,4,2,1,2,1,2,3,3,2,2,3,2,6,2,2,7,5,6,5,6,5,6,2,2,2,7,3,6,5,5,6,5,6,5,6,6
396,1,42,4,4,4,5,4,5,4,4,6,4,5,5,2,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,1,1,1,1,1,1,3,1,3,3,3,3,2,2,3,2,1,1,1,2,6,6,7,5,2,4,2,2,5,5,6,6,5,5,6,6,6,6,7,5,6,6,6,6,6,6,5,1
397,1,25,6,5,6,5,6,6,4,4,4,5,4,5,3,2,3,2,3,2,3,2,3,3,2,3,3,3,2,3,2,2,3,2,2,4,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,2,1,1,6,7,3,9,9,9,6,6,5,6,6,5,6,6,5,6,5,5,5,6,5,6,5,5,6,5
398,1,36,1,1,1,4,1,1,1,1,6,1,5,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,2,1,2,1,1,7,8,2,7,6,7,5,6,5,6,7,6,6,5,7,7,7,2,6,5,5,6,6,6,3,2
399,1,35,1,5,6,5,4,6,3,5,6,3,5,3,1,1,1,1,1,1,1,1,4,1,4,4,3,3,3,3,1,1,1,1,1,1,1,1,1,4,1,4,4,4,3,2,4,3,1,1,1,1,3,5,7,9,9,1,9,9,9,6,6,6,6,5,5,6,1,7,7,3,1,3,3,3,6,6,6,2,4
400,1,33,5,5,5,7,7,6,7,5,7,5,7,5,1,1,1,1,1,1,1,1,4,1,3,4,2,1,4,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,4,2,1,3,4,1,1,1,2,6,4,5,1,7,5,5,4,7,7,7,7,7,1,7,7,7,7,7,5,6,2,2,7,5,5,5,6
123,2,24,6,4,5,3,4,5,3,5,6,4,2,4,3,2,4,3,2,3,2,3,4,3,3,2,3,4,2,3,2,3,2,3,2,4,3,2,2,3,2,3,3,2,3,4,3,2,3,2,3,2,6,4,2,3,4,6,8,4,5,6,4,3,4,5,6,5,3,4,5,6,5,3,4,5,4,6,5,3,4
132,2,24,7,4,5,5,4,4,4,4,5,4,5,5,2,4,4,1,3,4,2,2,1,2,1,1,3,1,3,3,2,2,2,2,2,2,2,2,3,1,2,1,1,1,2,3,3,2,2,3,3,2,8,6,6,7,5,5,8,7,6,6,6,5,4,6,5,6,4,6,7,5,7,7,5,6,6,6,5,7,5
161,2,29,6,6,5,6,6,6,5,7,6,5,6,7,3,4,3,3,3,4,4,3,3,4,4,3,3,4,3,3,4,3,4,4,3,4,3,3,4,4,3,4,3,4,3,3,3,4,4,3,4,3,7,5,6,6,7,9,7,6,7,6,5,7,6,5,6,7,7,5,6,6,5,7,6,5,6,7,6,5,6
181,2,27,6,5,5,6,4,5,6,4,7,5,5,6,3,3,4,3,3,4,3,4,3,3,3,3,2,4,3,3,4,3,2,3,4,3,3,2,4,3,3,3,3,4,3,3,4,2,3,3,3,4,6,7,7,7,6,6,7,6,6,5,5,4,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4
200,2,31,6,5,7,6,5,6,5,7,6,7,7,5,4,3,4,4,2,3,3,4,3,4,2,2,3,3,4,3,4,2,3,3,4,2,4,3,2,3,3,4,3,4,3,4,2,3,4,4,2,3,8,7,8,8,8,9,8,7,9,6,6,6,4,7,6,6,5,7,6,6,6,7,5,7,6,6,5,5,6
215,2,58,2,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4
217,2,28,7,6,6,7,6,7,6,5,6,5,6,6,4,3,3,4,4,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,3,4,4,3,4,4,3,3,4,3,4,3,4,4,3,8,6,7,8,5,8,8,6,7,7,6,7,6,7,7,6,6,6,7,7,6,7,6,6,7,7,6,6,7
224,2,43,5,4,4,5,4,4,3,4,5,5,5,4,3,2,2,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,8,7,8,7,6,6,6,7,6,5,4,3,4,4,4,4,3,4,4,4,3,4,5,4,4,4,3,4,5
236,2,27,5,5,3,4,5,5,2,6,5,6,6,7,3,2,4,3,4,4,3,2,2,3,3,4,2,3,3,2,3,3,2,4,2,3,3,2,4,3,3,2,3,3,2,3,4,3,1,3,3,3,5,7,5,7,5,8,6,3,6,5,4,6,6,5,7,6,4,6,6,6,5,7,6,4,6,7,5,6,6
241,2,27,6,6,4,6,5,5,5,5,4,5,5,4,4,3,3,2,2,4,3,2,2,1,2,1,4,1,2,2,2,4,1,2,2,2,1,2,1,2,2,1,2,1,1,2,3,2,2,2,2,2,8,7,9,7,5,8,6,7,7,6,4,4,4,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5
257,2,31,4,5,4,3,3,5,4,5,4,3,2,4,3,2,2,3,2,3,3,2,2,1,2,3,3,2,3,3,2,3,2,3,2,3,3,3,2,1,2,3,3,2,2,2,3,2,2,3,2,2,5,4,3,1,2,2,4,3,6,5,4,3,5,6,5,4,5,4,3,5,6,5,4,3,6,5,5,6,4
263,2,56,5,4,4,6,3,6,1,6,5,3,5,6,2,3,3,4,2,3,4,4,2,2,2,3,4,3,3,4,2,2,4,3,2,3,2,3,3,4,2,2,3,2,3,1,4,3,3,2,3,4,4,6,6,7,6,8,7,3,6,6,3,5,3,5,4,6,5,3,5,5,4,5,6,3,5,3,5,3,5
272,2,29,3,6,5,5,5,2,4,3,3,5,5,6,2,2,3,3,3,2,3,3,4,3,3,2,2,3,3,2,2,3,4,3,2,3,3,3,4,3,3,2,3,2,3,3,3,4,3,3,3,4,2,2,3,3,4,5,4,6,5,5,6,6,6,5,5,4,5,6,5,5,6,6,5,6,6,7,6,5,5
275,2,29,6,3,5,6,4,3,6,7,6,5,3,5,3,4,3,2,3,4,3,2,3,4,3,4,3,2,3,4,3,2,3,3,4,2,1,1,3,2,3,4,3,2,1,3,4,3,2,3,4,3,6,9,7,6,8,4,7,9,5,6,7,4,3,4,5,5,4,3,5,6,5,2,5,7,5,5,3,5,6
279,2,44,1,1,1,1,2,1,1,1,4,1,4,1,2,1,1,1,2,1,1,1,3,1,3,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,8,2,3,1,5,5,6,6,6,4,7,5,4,4,4,4,7,5,7,5,5,5,4,7
288,2,28,1,3,1,7,1,2,1,2,3,1,3,1,1,1,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,4,8,2,8,2,3,2,5,6,3,6,3,7,1,7,6,3,1,7,3,2,2,1,1,1,1,1
122,2,26,5,3,4,6,5,6,7,3,7,4,6,7,4,3,4,4,2,3,4,2,3,4,4,3,3,4,3,4,2,3,2,3,4,3,2,3,4,4,3,4,4,3,4,4,3,3,4,4,2,2,3,3,2,8,6,7,5,7,6,6,5,6,6,5,3,6,6,7,7,7,5,7,5,4,6,6,7,5,4
129,2,41,4,4,3,6,2,3,6,4,6,2,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,7,1,2,1,4,6,7,6,7,7,7,7,4,5,7,6,7,7,7,5,5,5,5,7
140,2,44,1,1,1,6,1,1,1,1,7,1,6,1,1,1,3,1,1,4,4,1,1,1,3,4,3,4,4,1,1,3,1,1,1,3,1,1,4,1,1,1,4,4,4,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,6,6,6,2,7,7,7,1,6,1,7,5,5,5,7,7,7,5,1
145,2,29,6,3,5,3,4,5,1,5,2,3,3,4,4,4,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,4,3,3,3,3,4,2,3,2,4,3,3,4,3,2,2,1,1,3,2,2,5,4,3,6,6,6,6,7,7,6,3,5,4,7,5,6,5,4,6,5,5,3,6
183,2,58,1,5,1,6,1,1,1,5,7,1,7,7,3,1,2,1,3,1,4,1,4,2,4,4,2,4,4,4,1,4,1,1,3,3,1,4,1,1,1,4,3,4,4,1,4,4,4,1,4,1,2,9,9,1,1,9,2,2,2,7,7,7,7,7,3,2,4,4,7,1,7,1,1,7,7,7,7,7,7
197,2,41,2,2,2,6,2,2,4,3,6,3,6,3,1,1,1,1,1,1,1,1,3,1,3,4,2,2,3,1,1,1,1,2,1,1,1,2,1,1,1,3,3,3,3,1,2,3,1,1,1,1,3,1,6,5,5,5,3,3,3,6,6,7,6,6,3,6,6,4,6,5,5,7,7,7,7,7,7,7,4
249,2,66,1,7,1,4,1,1,1,7,4,4,7,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,2,2,1,2,1,1,1,1,2,2,1,7,7,1,2,2,2,6,6,7,7,7,7,7,6,7,7,7,5,7,7,7,7,7,7,7,7
124,2,42,1,6,1,4,1,1,4,6,4,1,4,6,2,1,2,1,1,1,1,1,1,1,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,1,1,1,1,2,3,3,9,9,5,3,3,3,5,5,6,6,4,5,6,6,6,6,7,4,6,6,6,6,6,6,6,4
125,2,40,1,6,2,5,2,2,2,6,6,2,6,6,2,3,1,3,3,1,1,3,4,3,3,3,3,3,3,1,1,3,1,2,3,3,2,2,1,1,3,3,3,3,3,3,3,3,1,1,3,1,2,1,1,1,1,8,1,1,1,2,2,2,2,2,2,4,4,7,7,7,7,7,4,2,6,2,6,6,6
126,2,44,2,2,2,7,2,2,1,2,6,1,6,2,3,2,3,1,2,4,3,3,3,3,3,4,3,3,3,4,1,3,1,2,2,2,1,2,3,4,3,3,3,4,3,2,2,3,3,2,3,1,2,2,2,2,1,8,3,2,2,5,6,5,6,6,5,7,5,7,5,1,7,6,5,5,6,7,7,7,6
127,2,25,5,2,5,6,4,6,5,5,4,6,4,5,3,1,3,2,2,1,4,2,3,3,4,3,3,2,3,2,3,3,4,2,3,2,3,3,4,3,2,2,4,2,3,2,3,2,2,4,3,3,2,2,2,1,1,5,5,3,3,5,6,4,3,6,1,5,6,5,4,4,6,5,3,5,6,6,4,5,6
128,2,25,4,6,5,5,4,6,3,5,7,1,7,7,3,1,1,1,1,1,3,1,4,4,4,2,2,2,3,3,3,3,3,1,2,2,1,1,1,4,1,3,4,4,4,2,3,4,4,1,1,1,2,4,4,9,9,1,3,3,1,6,6,4,4,6,5,6,6,7,7,7,7,7,7,6, ,6,7,7,1
131,2,29,1,1,1,7,1,2,4,1,7,2,7,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,3,1,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,4,2,9,5,2,9,5,3,2,6,1,2,2,4,5,1,1,1,7,1,4,2,4,5,2,7,3,1
133,2,33,3,5,2,5,3,3,2,5,4,2,4,5,2,1,2,1,3,1,2,2,3,1,3,3,3,3,2,4,2,2,1,2,1,2,1,2,1,4,1,3,3,3,3,3,1,3,4,1,2,1,2,3,3,2,1,8,2,2,1,4,5,5,6,6,4,3,4,6,6,7,5,6,5,6,6,6,6,6,6
134,2,39,2,5,2,7,2,5,3,5,6,2,4,5,2,1,1,1,3,2,2,1,2,2,3,4,3,2,4,1,1,2,1,1,2,2,1,1,2,1,1,4,3,4,4,1,1,3,1,1,2,1,2,3,3,6,4,6,2,2,3,5,6,7,7,6,2,2,1,7,6,2,6,5,5,6,5,6,6,6,5
135,2,43,3,1,1,6,2,1,4,1,6,3,6,1,3,1,2,2,4,1,4,3,4,4,4,4,4,2,1,3,4,3,1,4,2,1,1,4,1,1,2,3,4,4,4,4,1,2,4,3,3,1,2,4,1,1,1,9,6,5,1,5,6,6,6,5,3,4,4,7,2,7,7,6,6,6,5,6,6,2,6
136,2,28,1,5,1,4,1,1,1,4,5,1,6,4,3,1,1,1,2,1,1,2,4,1,3,4,1,4,4,4,1,3,1,3,1,1,1,1,1,1,3,2,4,3,4,1,4,4,3,4,3,1,2,1,1,5,1,9,2,1,1,6,6,7,6,7,2,7,6,7,7,7,7,5,5,4,6,5,6,3,3
137,2,39,2,5,3,6,5,6,2,5,3,5,3,5,3,3,2,3,4,3,3,2,3,3,2,3,3,1,3,3,2,4,1,3,3,2,2,3,3,1,2,3,3,3,3,3,1,3,1,1,1,1,2,2,5,2,5,3,6,4,6,5,5,7,6,6,4,7,3,7,4,6,6,6,6,6,6,6,6,5,6
138,2,27,2,5,1,7,1,1,1,7,7,1,7,5,2,1,1,1,1,1,2,2,2,3,2,4,3,1,1,1,1,2,1,2,1,1,1,1,2,1,2,3,4,2,2,2,1,1,1,1,2,1,2,4,2,7,2,6,1,1,1,6,6,6,7,6,7,7,5,7,7,1,5,7,7,7,5,4,4,3,1
139,2,50,1,1,1,3,1,1,1,1,7,1,7,7,1,1,1,1,1,1,1,1,4,1,3,4,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,3,4,3,2,4,2,1,1,2,1,2,1,1,1,1,9,1,1,1,7,7,3,7,7,7,1,1,1,1,7,7,3,1,6,4,2,6,1,2
141,2,27,2,3,4,4,4,4,3,4,3,4,3,4,4,4,3,3,3,2,3,3,3,3,4,4,4,4,3,3,3,4,3,4,4,3,4,3,3,3,4,3,4,4,3,3,3,4,4,3,3,3,2,2,2,9,1,1,3,4,3,7,6,6,1,7,1,6,6,6,7,7,6,7,6,6,6,6,6,5,7
142,2,52,7,7,6,7,4,7,6,7,6,3,7,7,2,1,1,1,1,1,1,4,2,1,3,2,4,1,3,1,4,1,1,2,1,1,1,2,1,1,3,2,4,3,3,4,3,2,1,1,1,1,2,9,9,9,7,1,6,4,4,2,5,6,5,3,3,5,6,7,5,7,5,2,2,2,3,5,5,2,2
143,2,27,4,5,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1,2,2,2,5,5,5,5,5,2,7,7,4,7,7,7,5,5,5,5,5,5,5,5
144,2,32,1,7,1,7,1,1,7,7,7,7,7,7,3,1,1,2,3,1,4,1,4,1,4,4,3,4,4,1,4,1,1,1,1,1,1,1,4,1,4,4,4,4,4,2,4,4,1,2,1,1,2,3,4,3,1,9,1,1,1,5,7,7,7,7,1,1,7,4,7,7,7,7,7,7,7,7,7,5,6
146,2,57,1,7,1,5,1,1,1,7,7,1,7,6,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,3,4,1,1,1,1,2,1,1,5,1,6,1,1,1,5,5,7,7,7,7,7,3,7,7,7,5,7,7,7,5,5,5,6,5
147,2,42,3,5,1,7,1,2,2,4,6,2,6,2,1,1,1,1,1,1,1,1,1,1,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,1,3,2,1,1,1,1,5,2,4,9,9,1,4,5,2,5,6,6,5,5,4,4,5,6,6,5,3,6,6,6,7,6,6,5,4
148,2,63,1,1,1,5,1,1,1,1,4,1,5,5,1,1,1,1,1,1,1,2,3,1,3,4,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,4,1,1,1,1,2,1,1,2,1,9,2,1,1,5,6,5,6,7,5,7,7,7,7,7,7,7,7,7,7,6,6,6,6
149,2,38,2,5,1,5,1,1,1,7,4,1,3,6,2,1,2,1,1,1,2,3,2,1,3,4,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,2,3,3,3,1,1,3,3,1,1,1,2,8,7,6,2,7,5,1,2,3,6,2,2,5,6,2,5,7,7,7,6,5,2,7,3,3,2,1,1
150,2,33,5,2,2,3,2,1,5,2,6,2,6,1,2,1,1,1,1,1,1,2,4,1,3,4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,1,2,2,1,1,1,1,2,1,2,6,1,6,2,1,1,5,6,1,5,4,3,1,6,4,5,7,6,7,6,7,2,2,3,2,2
151,2,33,1,7,4,7,1,1,1,7,7,1,7,7,2,1,1,1,4,1,3,1,4,1,4,4,2,3,4,4,2,4,1,4,1,1,1,4,2,1,1,4,4,4,4,2,1,4,4,1,4,1,2,6,7,7,7,2,5,1,3,4,7,7,7,7,7,7,4,6,7,7,3,7,7,7,4,4,4,1,5
152,2,36,2,5,5,6,6,2,2,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,8,1,1,1,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7
153,2,36,1,5,1,5,1,1,1,5,4,1,4,4,1,1,1,1,1,1,1,1,2,1,3,3,2,2,4,1,1,1,1,2,1,1,1,1,3,1,1,2,2,4,2,1,1,4,1,1,1,1,2,1,1,1,1,9,2,2,2,3,5,5,5,5,6,5,6,7,7,7,7,6,5,5,5,5,4,4,6
