Participant_ID,SEX,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Education_Level,Family_Income,Participant_LTR,Dating_Length,Relationship_Satisfaction,Probability_Leave_Current_Partner,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,SEXUALACTIVE,SEXPARTYEAR,Orientation,GenHealth1,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11_rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS25,CMVS24_rc,CMVS25_rc,CMVS26_rc,VIEWS_OPPOSITE,SOCIALITY,PARENTING,WEALTH_OLD,WEALTH_NEW,LOOKS_OLD,LOOKS_NEW,RELATIONSHIP_HISTORY_OLD,RELATIONSHIP_HISTORY_NEW,FEAR_FAILURE_OLD,FEAR_FAILURE_NEW,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6_rc,SOIR7,SOIR8,SOIR9,SOIBEHAVIOR,SOIATTITUDE,SOIDESIRE,SOITOTAL,SDQ1,SDQ2,SDQ3,SDQ4,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,BFFB1,BFFB2_rc,BFFB3,BFFB4,BFFB5,BFFB6_rc,BFFB7,BFFB8_rc,BFFB9_rc,BFFB10,BFFB11,BFFB12_rc,BFFB13,BFFB14,BFFB15,BFFB16,BFFB17,BFFB18_rc,BFFB19,BFFB20,BFFB21_rc,BFFB22,BFFB23_rc,BFFB24_rc,BFFB25,BFFB26,BFFB27_rc,BFFB28,BFFB29,BFFB30,BFFB31_rc,BFFB32,BFFB33,BFFB34_rc,BFFB35_rc,BFFB36,BFFB37_rc,BFFB38,BFFB39,BFFB40,BFFB41_rc,BFFB42,BFFB43_rc,BFFB44,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,IPC1,IPC2,IPC3,IPC4,IPC5,IPC6,IPC7,IPC8,IPC9,IPC10,IPC11,IPC12,IPC13,IPC14,IPC15,IPC16,IPC17,IPC18,IPC19,IPC20,MEANIPC
241,1,27,1, , ,4,6,1,4,10,10,1,1,24,1,1,1,1,3,.333333333333333,1,5,6,7,5,6,4,6,5,5,5,5,4,5,5,4,6,5,6,5,6,6,6,5,5,5,5,4,7,5,5,5,5,5,7,5,4,5,3,7,6,6,7,5,6,7,7,4,5,5,5,4,3,4,3,5.33333333333333,4.8,6.33333333333333,6,6,7,6,5,5,3.5,3.33333333333333,8,7,9,7,5,2,6,7,7, , , , ,4,4,6,6,-.44201679969636,.538352118707369,2.53429724824491,1.26317473387174,3,2,5,4,5,2,5,3,3,4,3,4,5,2,3,3,3,3,3,3,3,4,2,4,3,2,3,3,3,3,3,3,3,3,2,4,3,4,5,3,2,4,1,4,2.875,3.44444444444444,3.22222222222222,2.5,3.2,3,6,7,6,6,5,5,5,6,5,5,6,5,6,5,6,5,6,5,6,5.45
257,1,31,3, , ,5,1,1,5,9,10,1,2, ,1,1,1,0, , ,1,4,4,3,2,5,4,3,3,5,4,5,4,3,2,4,5,4,4,3,5,4,5,4,5,5,4,3,5,6,6,6,6,5,6,6,5,6,3,4,6,4,3,5,5,6,6,5,4,6,6,3,4,5,3,5.66666666666667,5.2,4.66666666666667,4,4.33333333333333,6,5.66666666666667,5,5.33333333333333,4.5,4,5,4,3,1,2,8,4,3,6, , , , ,4,3,4,4,-.44201679969636,-.349201374296671,.964833977758214,-.254288858046192,4,3,1,1,2,3,2,4,3,3,4,2,3,3,2,2,3,3,2,4,3,2,3,4,4,2,3,2,2,2,2,3,2,3,4,2,2,4,3,2,3,4,4,3,2.75,2.66666666666667,2.88888888888889,1.875,2.9,6,3,5,6,5,4,3,5,5,4,4,3,6,5,4,5,4,3,4,5,4.45
263,1,56,1, , ,4,3,1,3,6,8,4,1,27,1,3,1,2,29,.103448275862069,1,4,5,2,6,4,4,6,3,6,1,6,5,3,5,6,5,2,4,5,4,5,6,4,6,3,4,7,3,4,6,4,5,6,5,5,6,6,6,6,6,3,2,2,5,6,6,3,4,6,3,6,4,2,2,4.66666666666667,5.6,5,2,3,6,5,5,4.33333333333333,3,2.66666666666667,4,6,6,7,6,2,7,3,6, , , , ,4,5,4,6,-.44201679969636,1.42590561171141,.964833977758214,1.26317473387174,3,4,4,3,3,3,5,1,2,2,5,2,5,4,3,3,4,2,3,4,3,5,2,3,5,3,3,4,5,4,3,3,4,2,3,4,1,3,5,3,2,4,4,4,3.375,3.44444444444444,3.22222222222222,2.375,3.3,5,3,5,7,5,6,3,5,5,6,5,4,6,4,6,4,6,5,3,5,4.9
272,1,29,3, , ,5,1,1, ,8,8,2,1,20,1,2,2,2,9,.222222222222222,1,4,3,5,6,6,5,5,5,2,4,3,3,5,5,6,2,3,4,3,3,3,4,4,3,4,5,2,2,3,2,3,5,3,2,3,3,3,6,2,2,3,3,2,3,2,5,5,2,3,3,2,5,6,5,3,3.4,2.33333333333333,2.5,2.66666666666667,3.5,4,2.5,2.66666666666667,5.5,5.33333333333333,2,2,3,3,4,5,4,6,5, , , , ,4,4,4,4,-.44201679969636,.538352118707369,.964833977758214,-.254288858046192,4,2,5,3,4,4,4,2,1,4,4,4,2,1,4,4,5,2,4,5,2,4,2,2,5,5,2,4,5,4,2,3,4,2,2,5,2,4,5,5,2,5,4,5,3.75,3.44444444444444,3.22222222222222,2,4,5,6,6,5,6,7,6,7,6,5,5,6,5,4,5,5,4,6,7,6,5.6
275,1,29,3, , ,4,2,1,5,8, ,2,1,21,1,2,2,0,8,.25,1,5,6,7,5,3,5,6,4,3,6,7,6,5,3,5,6,6,3,4,5,6,6,4,2,4,5,6,3,5,2,4,3,2,4,3,4,4,6,3,1,3,4,3,2,3,2,1,3,5,6,3,5,5,4,3.16666666666667,4.2,2.33333333333333,3.5,3,2.5,2,4,4.66666666666667,5,4.66666666666667,6,9,7,6,8,6,7,9,5, , , , ,5,4,3,5,.394169620347785,.538352118707369,.180102342514866,.504442937912773,4,1,4,2,3,2,5,2,3,2,4,2,5,4,2,3,4,3,2,3,2,5,3,1,4,3,4,3,4,5,2,3,3,2,1,4,4,3,4,5,2,2,3,4,3,3.33333333333333,3.22222222222222,2.125,3.1,6,7,6,4,3,5,6,7,4,3,6,7,5,4,3,5,7,5,4,5,5.1
279,1,44,6, , ,5,6,1,5,9,1,3,2, ,1,3,3,0, , ,1,4,1,5,6,1,1,1,2,1,1,1,4,1,4,1,1,1,1,2,1,2,1,4,2,1,1,1,5,5,5,4,5,1,3,3,3,4,4,7,7,6,5,1,2,4,4,5,5,5,4,2,6,6,6,4.16666666666667,3.4,6.66666666666667,3,2.66666666666667,4,4.33333333333333,5,4.66666666666667,6,6,1,2,1,1,1,2,2,3,1, , , , ,4,2,2,4,-.44201679969636,-1.23675486730071,-.604629292728481,-.254288858046192,1,4,5,2,5,2,4,4,3,4,4,5,4,2,4,3,4,4,2,4,3,3,5,2,4,3,3,4,2,4,3,3,3,3,3,3,5,4,2,3,4,4,4,4,2.75,3.88888888888889,4.11111111111111,1.75,3.9,6,5,5,5,6,5,5,5,4,4,5,5,5,5,5,4,5,5,6,5,5
288,1,28,1, , ,2,2,1,5,7,2,3,1,18,1,10,15,10,10,1,1,2,1,1,5,3,1,7,1,2,1,2,3,1,3,1,6,3,5,4,6,2,2,2,5,5,5,4,6,6,6,6,6,6,6,7,7,7,6,2,3,2,7,7,7,1,1,7,7,7,7,3,5,5,6,6,6.6,2.33333333333333,7,7,1,3,7,7,5,5.33333333333333,2,4,4,8,2,2,2,3,2, , , , ,4,2,3,2,-.44201679969636,-1.23675486730071,.180102342514866,-1.77175244996412,2,1,4,4,4,2,2,2,5,4,2,5,2,5,4,1,4,2,5,5,2,1,2,5,3,1,1,4,5,4,1,4,5,5,1,1,3,2,5,5,4,4,4,4,1.5,2.77777777777778,3,3.625,3.8,5,5,5,5,5,7,6,3,4,5,6,6,5,6,6,6,6,2,2,5,5
310,0,26,1, , ,4,2,1,4,9,9,1,2, ,2,1,1,3, , ,1,3,7,2,4,2,5,7,2,4,5,7,2,4,3,6,5,7,5,2,4,6,5,1,4,3,7,5,3,2,5,4,6,2,4,5,3,4,6,1,2,6,3,4,2,3,2,3,1,6,4,2,1,6,4,3.66666666666667,4.4,3,3.5,3,2.5,2.66666666666667,3.5,3.66666666666667,3.5,3.66666666666667,5,3,4,8,1,7,5,7,3, , , , ,4,3,4,3,-.44201679969636,-.349201374296671,.964833977758214,-1.01302065400516,3,4,5,3,5,2,2,3,4,4,5,2,5,2,3,5,3,5,5,3,4,4,3,1,4,2,5,4,3,2,1,2,2,2,3,5,2,2,4,3,2,3,1,2,3.375,3,3.33333333333333,2.5,3.1,5,4,7,3,2,5,4,6,2,3,7,6,2,5,3,4,7,2,4,5,4.3
311,0,29,7, , ,5,3,1,5,5,5,1,1,20,2,1,1,6,9,.111111111111111,1,5,5,5,4,4,4,5,4,6,5,4,4,3,4,4,4,6,5,6,6,5,6,5,4,5,6,6,3,3,3,4,4,3,2,4,4,4,5,3,2,3,4,4,5,4,3,2,3,4,3,2,5,6,4,3.33333333333333,3.8,2.66666666666667,4,4.33333333333333,3.5,3,3.5,3.33333333333333,5.5,5,4,7,6,7,7,4,7,8,6, , , , ,3,3,3,3,-1.27820321974051,-.349201374296671,.180102342514866,-1.01302065400516,4,1,4,4,5,1,5,2,2,3,4,2,4,5,5,5,4,2,5,5,1,4,1,2,4,4,1,5,4,3,2,5,5,2,3,3,2,4,5,5,2,4,3,4,3,3.11111111111111,3.33333333333333,2.875,3.9,6,5,6,6,6,6,5,6,6,7,7,6,5,6,5,6,6,5,5,6,5.8
313,0,33,1, , ,4,7,1,5,8,1,5,1,20,2,16,1,2,13,1.23076923076923,1,2,1,2,3,4,4,5,4,4,2,4,5,5,5,6,2,5,3,4,2,5,4,3,5,3,5,4,5,4,6,4,3,4,5,4,5,4,5,4,6,4,3,5,3,5,4,5,3,4,5,4,4,4,4,4.33333333333333,4.6,4.66666666666667,4,3.66666666666667,4.5,4.66666666666667,3.5,4,4,4,6,5,4,6,5,5,5,5,7, , , , ,6,3,5,5,1.23035604039193,-.349201374296671,1.74956561300156,.504442937912773,4,3,3,3,3,4,2,3,4,4,3,3,3,4,2,4,3,4,3,3,2,3,4,3,3,4,2,2,2,3,3,2,3,2,3,2,4,2,4,2,2,3,3,3,3.25,2.77777777777778,3,2.5,2.8,4,3,4,4,5,4,4,3,6,2,3,5,4,3,4,5,5,5,4,3,4
319,0,35,1, , ,4,2,3, , , ,2,1,22,2,1,0,0,13,.0769230769230769,1,2,2,7,1,1,2,6,2,7,7,4,1,6,2,1,3,7,4,2,6,2,2,1,1,2,6,1,2,6,3,2,6,1,7,3,5,3,4,7,6,3,5,6,5,2,3,6,4,3,5,5,4,3,4,3.33333333333333,4.4,5.33333333333333,5.5,5.33333333333333,2.5,3.66666666666667,3.5,4,3.5,3.66666666666667,7,1,2,3,5,6,3,6,1, , , , ,4,6,4,4,-.44201679969636,2.31345910471545,.964833977758214,-.254288858046192,2,3,5,1,2,4,2,2,3,3,3,3,5,1,2,1,5,3,4,3,1,5,3,1,1,1,5,1,1,3,5,5,1,1,4,5,4,1,2,1,1,2,4,5,2.75,3.77777777777778,2.77777777777778,1.5,2.5,4,1,2,1,7,2,7,5,3,1,4,4,7,1,4,2,4,2,7,7,3.75
325,0,25,3, , ,4,5,1,4,10,7,3,1,20,2,2,3,2,5,.4,1,3,6,5,4,6,7,5,4,7,5,4,6,7,4,6,6,3,5,7,4,5,6,4,5,7,5,4,4,2,1,3,4,5,2,4,3,3,7,3,4,2,1,3,4,3,3,2,2,3,4,2,6,6,5,3.16666666666667,3.8,3,2,2.66666666666667,3,2.66666666666667,2.5,3,6,5.66666666666667,7,5,8,6,8,3,8,5,8, , , , ,4,3,4,6,-.44201679969636,-.349201374296671,.964833977758214,1.26317473387174,4,3,4,5,4,4,3,2,1,3,4,2,3,4,5,4,2,3,5,4,4,4,2,3,4,5,3,4,5,4,3,4,5,2,3,4,1,4,2,3,1,4,3,4,4,2.88888888888889,3.33333333333333,2.375,3.5,6,5,4,6,7,4,3,5,7,5,6,4,6,7,4,6,5,6,7,6,5.45
327,0,28,3, , ,4,1,1,2,6,8,3,1,18,2,2,2,2,10,.2,1,4,5,5,3,4,5,3,4,5,6,3,3,3,4,4,5,4,6,4,5,4,6,4,4,6,5,4,4,3,3,3,3,4,3,3,5,5,3,6,5,3,6,4,4,5,5,5,5,4,5,5,4,3,4,3.33333333333333,3.8,4.66666666666667,5,4.66666666666667,5,5,4.5,4.66666666666667,3.5,3.66666666666667,7,6,7,6,8,5,6,6,5, , , , ,4,4,3,3,-.44201679969636,.538352118707369,.180102342514866,-1.01302065400516,3,3,3,3,3,4,3,3,4,3,3,3,4,3,3,3,4,2,4,4,2,4,4,1,5,3,2,3,2,4,3,3,4,2,2,3,4,3,3,3,2,3,2,3,3,3.22222222222222,3.11111111111111,2.375,3.2,4,5,6,6,5,5,5,6,5,5,4,5,6,5,6,5,6,7,6,4,5.3
344,0,30,3, , ,5,1,1,4,6,5,2,1,18,2,3,1,1,12,.25,1,4,5,4,3,3,5,5,3,3,4,5,4,3,3,5,5,4,3,4,5,4,5,4,3,4,5,4,5,4,3,4,5,5,4,4,3,3,4,5,5,4,4,3,4,5,5,4,3,4,5,4,3,4,5,4.33333333333333,3.6,4.66666666666667,3.5,3.66666666666667,5,4.66666666666667,3.5,4,3.5,4,6,5,4,4,5,4,7,5,4, , , , ,4,3,3,5,-.44201679969636,-.349201374296671,.180102342514866,.504442937912773,3,4,3,4,3,4,3,2,2,3,2,4,3,4,3,2,3,2,4,3,4,3,2,3,2,3,2,4,3,3,4,3,4,2,3,2,3,4,3,2,3,3,2,2,3,3.11111111111111,2.88888888888889,2.375,2.7,6,5,4,3,4,5,5,4,3,4,4,5,6,5,4,3,4,5,6,5,4.5
356,0,37,2, , ,4,2,1,5,7,8,3,1,21,2,4,4,1,16,.25,1,3,5,4,5,6,5,4,6,5,4,5,6,5,6,4,5,6,5,4,5,6,6,5,4,5,6,5,4,2,3,3,4,3,2,3,4,3,6,3, ,5,2,3,2,3,3,2,5,3,2,3,6,5,5,3.16666666666667,3.6, ,2.5,2.33333333333333,3,2.66666666666667,4,3.33333333333333,5.5,5.33333333333333,2,2,3,1,4,7,7,4,5, , , , ,5,4,4,5,.394169620347785,.538352118707369,.964833977758214,.504442937912773,4,2,5,4,5,2,4,1,2,3,4,2,4,4,5,5,3,3,4,4,1,4,2,2,3,3,2,4,5,4,2,3,3,2,1,4,2,5,5,3,3,4,2,5,3.125,2.88888888888889,3.22222222222222,2.625,3.6,5,6,5,3,4,6,6,5,3,3,6,5,6,5,7,6,6,5,4,6,5.1
367,0,28,2, , ,4,1,1,5,10,11,2,1,21,2,3,1,35,7,.428571428571429,1,3,3,5,5,6,5,5,5,6,6,5,4,4,3,4,2,3,3,3,5,5,5,5,5,3,4,4,4,3,7,6,5,7,7,6,6,7,2,1,1,2,1,4,2,4,5,4,3,3,4,7,1,1,4,5.33333333333333,5.6,1.33333333333333,2.5,2.33333333333333,4.5,4.33333333333333,3,3.33333333333333,1,2,7,7,8,3,3,6,5,6,7, , , , ,5,5,4,3,.394169620347785,1.42590561171141,.964833977758214,-1.01302065400516,2,3,2,4,4,4,2,5,2,4,4,5,2,1,3,2,4,2,4,4,2,4,4,4,4,4,1,3,3,3,2,4,4,4,4,2,3,4,4,4,3,3,3,3,2.75,3.22222222222222,3.22222222222222,2.375,3.6,5,6,6,6,5,6,6,7,7,6,5,3,3,5,6,6,5,5,4,4,5.3
376,0,28,2, , ,3,3,1,5,7,9,3,1,22,2,2,1,1,6,.333333333333333,1,4,5,2,4,5,5,5,3,4,5,5,3,5,3,6,5,4,3,4,6,6,5,4,4,4,5,5,4,3,5,6,6,5,3,5,4,6,4,6,4,4,5,3,5,3,5,3,4,6,3,4,2,4,3,4.83333333333333,4.4,4.66666666666667,4,4.33333333333333,4,3.66666666666667,5,4.33333333333333,3,3,6,4,4,6,4,5,6,4,6, , , , ,5,4,4,5,.394169620347785,.538352118707369,.964833977758214,.504442937912773,4,3,2,3,3,1,3,2,4,3,4,2,3,2,3,4,5,2,3,2,3,4,2,3,2,3,2,3,2,3,2,3,3,4,2,5,2,3,4,3,2,3,2,4,3.25,3,2.44444444444444,2.5,2.7,5,4,4,3,5,6,6,5,4,4,5,6,5,5,3,5,5,6,4,5,4.75
379,0,27,6, , ,4,7,1,5,11,1,3,1,16,2,7,6,8,11,.636363636363636,1,5,1,1,7,1,4,7,4,2,4,4,4,4,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7,6,4,2,2,1,1,2,7,7,7,1,1,1,1,6,1,7,1,1,1,1.66666666666667,4.2,1.33333333333333,7,7,1,1,3.5,2.66666666666667,1,1,2,1,3,9,9,9,4,3,5, , , , ,5,4,1,5,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773,2,5,5,1,5,2,5,5,1,4,3,5,5,4,5,3,2,5,2,5,2,2,5,1,4,4,2,5,1,1,4,5,5,1,3,3,5,5,1,5,5,5,5,3,2.875,4,5,1.25,4,4,4,4,4,7,7,7,7,6,7,7,7,7,7,6,7,6,7,7,7,6.25
384,0,29,6, , ,4,6,1,5,7,3,1,1,18,2,1,1,1,11,.0909090909090909,1,3,6,4,4,5,4,7,6,4,6,5,3,5,5,3,6,7,4,5,5,3,7,6,4,5,5,3,2,1,2,4,3,1,3,1,2,3,7,2,2,1,3,2,2,3,3,4,2,3,3,1,5,7,7,2.16666666666667,3.2,1.66666666666667,2.5,2.33333333333333,3,3.33333333333333,2.5,2.66666666666667,6,6.33333333333333,4,2,3,8,6,4,6,8, , , , , ,5,4,4,4,.394169620347785,.538352118707369,.964833977758214,-.254288858046192,3,2,3,1,4,3,3,4,2,3,4,2,5,5,3,4,2,3,3,5,2,3,2,3,5,4,2,3,5,5,2,5,3,2,1,3,1,3,4,4,4,5,2,4,3.125,2.77777777777778,3.11111111111111,2.125,3.8,6,7,7,5,5,6,6,4,7,6,7,7,4,6,5,5,7,3,5,5,5.65
28,0,33,3, , ,4,4,1,5,8,1,2,1,18,2,2,1,1,15,.133333333333333,1,5,6,6,7,7,5,6,5,6,5,7,6,4,6,7,6,5,7,6,6,4,7,5,6,7,5,6,4,2,3,2,1,3,4,3,3,4,6,4,2,3,2,1,3,4,4,2,3,2,2,4,7,4,6,2.5,4,3,1.5,2,4,3.33333333333333,2.5,2.33333333333333,5.5,5.66666666666667,3,2,2,9,7,2,6,8,7, , , , ,5,5,4,5,.394169620347785,1.42590561171141,.964833977758214,.504442937912773,5,3,4,5,4,1,3,2,3,5,5,2,5,4,3,4,5,1,3,4,1,4,1,2,4,3,2,5,5,5,3,4,4,1,2,4,1,4,3,5,2,3,2,4,3.25,3,3.11111111111111,2.375,3.8,6,5,6,7,6,7,4,5,6,5,5,6,7,7,6,5,7,6,7,6,5.95
30,0,35,3, , ,4,1,2, , , ,4,1,14,2,1,1,0,21,.0476190476190476,1,4,1,4,4,4,1,6,1,1,1,4,4,1,1,4,1,2,1,7,2,2,1,1,1,4,2,1,1,1,1,1,1,4,2,4,4,4,5,3,3,2,4,4,4,1,1,2,2,4,4,2,5,6,2,1.5,3.8,2.66666666666667,4,4,1,1.33333333333333,3,3.33333333333333,5.5,4.33333333333333,1,4,1,9,9,9,9,7,9, , , , ,6,4,4,4,1.23035604039193,.538352118707369,.964833977758214,-.254288858046192,4,5,4,1,3,2,4,5,2,4,4,5,4,2,3,3,4,5,3,3,2,4,4,3,3,3,5,2,2,3,4,4,4,2,2,4,5,4,2,3,3,4,3,3,3.25,4.44444444444444,3.88888888888889,1.5,3,6,4,4,5,6,6,6,6,5,5,6,6,6,6,6,6,5,6,6,6,5.6
33,0,27,3, , ,4,1,1,5,9, ,1,1,22,2,1,1,3,5,.2,1,4,5,6,3,5,5,4,5,5,5,3,6,5,5,4,3,5,4,5,5,4,4,5,5,3,4,4,3,4,4,2,3,3,4,2,3,3,5,4,5,2,4,3,3,4,3,2,2,3,4,4,5,4,6,3.16666666666667,3.4,3.66666666666667,3.5,3.33333333333333,3.5,3,2.5,3,4.5,5,3,3,2,1,2,6,1,2,1, , , , ,4,3,2,4,-.44201679969636,-.349201374296671,-.604629292728481,-.254288858046192,4,2,5,4,4,3,4,2,3,4,4,3,4,2,4,4,4,4,4,3,3,4,4,4,4,3,3,3,2,3,5,3,3,4,3,2,4,1,1,2,4,3,4,4,3.5,3.33333333333333,3.33333333333333,2.25,3.5,3,4,4,4,3,5,6,5,5,6,5,3,6,5,5,2,6,6,4,5,4.6
35,0,42,3, , ,4,2,1,5,11,1,1,1,30,2,1,1,0,12,.0833333333333333,1,5,4,5,1,1,4,4,4,5,1,1,7,1,7,1,1,4,1,4,1,4,3,1,2,4,4,1,4,4,4,6,4,7,1,1,4,2,2,1,1,1,4,4,7,4,4,2,4,7,4,5,4,3,7,4.83333333333333,2,1,4,5,4,3.33333333333333,5.5,5,3.5,4.66666666666667,1,1,1,1,1,3,4,2,2, , , , ,2,1,2,4,-2.11438963978465,-2.12430836030475,-.604629292728481,-.254288858046192,3,5,5,4,4,3,4,5,2,4,4,5,5,3,4,4,5,5,3,4,2,4,5,4,4,4,2,3,2,5,3,4,4,2,2,4,4,5,5,4,2,3,3,4,3.375,4,4.44444444444444,2.375,3.7,4,7,4,4,7,5,4,7,4,4,5,5,5,6,5,5,5,7,7,7,5.35
110,0,29,3, , ,4,1,1,3,9,1,1,1,28,2,1,1,3,1,1,1,4,6,4,6,4,3,6,7,6,4,7,6,4,7,5,6,5,7,5,3,6,6,2,5,4,7,2,2,1,2,2,2,1,4,3,1,3,7,1,2,1,1,3,1,1,4,1,5,2,1,4,6,4,6,1.66666666666667,3.6,1.33333333333333,2,1.66666666666667,2.5,2,3.5,2.66666666666667,5,5.33333333333333,1,1,1,5,3,8,4,2,4, , , , ,4,3,4,4,-.44201679969636,-.349201374296671,.964833977758214,-.254288858046192,4,4,3,1,4,1,4,3,2,4,5,3,4,2,5,3,1,4,1,5,2,4,5,2,3,5,2,3,5,4,2,2,3,2,1,3,5,4,2,4,1,3,5,5,3.125,3.11111111111111,3.77777777777778,1.25,3.6,6,4,7,5,5,3,7,6,3,6,6,5,4,6,6,4,7,6,5,6,5.35
115,0,36,1, , , ,8,1,5,11,11,5,1,17,2,5,1,1,19,.263157894736842,1,5,7,2,7,6,7,6,6,5,7,4,7,5,7,4,6,7,7,5,7,5,7,5,7,5,7,4,6,7,5,7,5,6,5,6,7,6,1,5,7,5,5,6,6,5,4,6,5,7,5,5,2,3,4,6,5,5.66666666666667,5.5,5.66666666666667,4.5,5,6,5.66666666666667,2.5,3,1,5,5,4,5,8,2,2,4, , , , ,5,4,5,5,.394169620347785,.538352118707369,1.74956561300156,.504442937912773,5,4,5,2,5,4,5,4,1,5,5,2,5,1,5,5,1,5,5,5,5,5,4,1,5,5,5,5,1,5,5,5,2,1,5,5,4,5,1,5,5,5,4,5,4.875,4,4.33333333333333,1.375,5,5,6,7,6,4,5,6,7,5,5,5,6,6,4,3,3,5,5,6,6,5.25
122,1,26,3, , ,4,1,1,4,9,2,2,1,25,1,1,1,3,1,1,1,3,5,3,5,3,4,6,5,6,7,3,7,4,6,7,3,6,3,6,3,4,5,3,4,6,6,2,2,3,5,4,4,2,4,5,4,5,7,5,4,7,6,5,5,6,6,5,6,5,4,3,6,5,6,3.33333333333333,5,5.33333333333333,5.5,5.33333333333333,6,5.66666666666667,5.5,5,5.5,5.66666666666667,3,3,2,8,6,3,5,7,6, , , , ,4,3,3,5,-.44201679969636,-.349201374296671,.180102342514866,.504442937912773,4,4,3,2,3,4,4,4,2,5,4,5,4,2,4,4,5,4,2,4,3,4,4,2,2,4,2,3,4,3,2,5,4,2,1,4,4,4,2,4,2,5,4,4,3.625,4.22222222222222,3.77777777777778,1.5,3.2,6,5,4,5,4,6,6,6,7,6,6,5,6,5,6,6,6,5,5,6,5.55
129,1,41,1, , ,4,3,2, , , ,4,1,18,1,2,0,0,23,.0869565217391304,1,4,4,7,6,4,3,6,2,3,6,4,6,2,6,5,1,1,1,4,1,1,1,1,1,1,1,1,4,3,3,5,2,3,3,4,5,3,2,7,3,5,5,4,5,2,2,3,4,5,1,5,2,3,3,3.33333333333333,3.4,5,4.5,4.66666666666667,2,2.33333333333333,4.5,3.33333333333333,2.5,2.66666666666667,2,1,2,1,1,3,1,2,1, , , , ,3,2,2,3,-1.27820321974051,-1.23675486730071,-.604629292728481,-1.01302065400516,4,5,5,1,4,1,5,2,1,5,4,5,5,4,3,4,5,2,4,5,2,5,2,1,5,5,2,5,3,3,1,5,5,1,1,2,2,5,2,4,5,5,5,4,2.875,4.33333333333333,4,1.625,3.9,5,5,4,5,7,5,6,3,6,6,7,6,6,7,6,7,7,7,5,7,5.85
140,1,44,1, , ,1,1,1,5,9,1,3,1,16,1,3,1,0,28,.107142857142857,1,2,1,1,5,1,1,6,1,1,1,1,7,1,6,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,3,7,3,7,7,7,7,7,6,7,1,1,7,7,7,2,3,3,1,7,2,7,1,1,1,4,6.8,3,7,7,2.5,2.66666666666667,4,3.33333333333333,1,1,1,1,1,1,1,9,1,1,1, , , , ,3,3,1,4,-1.27820321974051,-.349201374296671,-1.38936092797183,-.254288858046192,2,2,5,2,5,1,5,5,5,1,5,5,5,1,5,4,1,5,5,5,1,5,5,4,4,5,5,5,1,1,1,5,5,5,1,2,2,5,5,5,5,5,5,4,2.625,3.88888888888889,5,2.875,3.6,1,3,3,5,5,6,7,5,5,6,6,6,6,6,6,6,6,6,6,6,5.3
145,1,29,3, , ,4,1,1,4,9,1,2,2, ,1,0,0,0, ,0,1,4,6,4,3,3,5,3,4,5,1,5,2,3,3,4,5,2,6,3,5,4,6,4,6,5,4,5,6,5,3,5,7,5,4,2,4,5,4,4,3,5,4,6,4,5,7,4,2,1,3,4,1,4,3,5.16666666666667,3.8,4,5,4.66666666666667,6,5.33333333333333,1.5,2,2.5,2.66666666666667,2,1,1,3,2,8,5,4,3, , , , ,3,1,1,5,-1.27820321974051,-2.12430836030475,-1.38936092797183,.504442937912773,2,3,2,1,4,4,1,5,2,2,2,4,3,3,2,1,4,4,1,4,4,3,2,4,1,5,3,2,1,1,2,3,4,3,2,3,5,4,3,2,2,3,4,4,2.875,3.22222222222222,3.33333333333333,1.625,2.4,6,3,2,1,6,5,5,3,1,3,6,4,2,6,3,7,4,3,4,6,4
