Participant_ID,SEX,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Education_Level,Family_Income,Participant_LTR,Dating_Length,Relationship_Satisfaction,Probability_Leave_Current_Partner,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,SEXUALACTIVE,SEXPARTYEAR,Orientation,GenHealth1,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11_rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS25,CMVS24_rc,CMVS25_rc,CMVS26_rc,VIEWS_OPPOSITE,SOCIALITY,PARENTING,WEALTH_OLD,WEALTH_NEW,LOOKS_OLD,LOOKS_NEW,RELATIONSHIP_HISTORY_OLD,RELATIONSHIP_HISTORY_NEW,FEAR_FAILURE_OLD,FEAR_FAILURE_NEW,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6_rc,SOIR7,SOIR8,SOIR9,SOIBEHAVIOR,SOIATTITUDE,SOIDESIRE,SOITOTAL,SDQ1,SDQ2,SDQ3,SDQ4,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,BFFB1,BFFB2_rc,BFFB3,BFFB4,BFFB5,BFFB6_rc,BFFB7,BFFB8_rc,BFFB9_rc,BFFB10,BFFB11,BFFB12_rc,BFFB13,BFFB14,BFFB15,BFFB16,BFFB17,BFFB18_rc,BFFB19,BFFB20,BFFB21_rc,BFFB22,BFFB23_rc,BFFB24_rc,BFFB25,BFFB26,BFFB27_rc,BFFB28,BFFB29,BFFB30,BFFB31_rc,BFFB32,BFFB33,BFFB34_rc,BFFB35_rc,BFFB36,BFFB37_rc,BFFB38,BFFB39,BFFB40,BFFB41_rc,BFFB42,BFFB43_rc,BFFB44,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,IPC1,IPC2,IPC3,IPC4,IPC5,IPC6,IPC7,IPC8,IPC9,IPC10,IPC11,IPC12,IPC13,IPC14,IPC15,IPC16,IPC17,IPC18,IPC19,IPC20,MEANIPC
169,1,26,2, , ,5,2,1,5,11,1,6,1,15,1,2,1,4,11,.181818181818182,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,1,1,1,7,7,7,7,7,7,1,1,1,7,5.8,7,4,3,4,5,7,7,1,1,2,2,1,1,9,1,9,6,6, , , , ,6,4,4,6,1.23035604039193,.538352118707369,.964833977758214,1.26317473387174,5,1,5,1,5,1,5,1,1,5,5,4,5,5,5,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,1,5,5,1,1,5,1,5,5,5,1,5,1,5,3.5,3.55555555555556,3.66666666666667,2.25,4.2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
170,1,53,1,8, ,4,5,1,5,9,1,3,1,23,1,2,1,0,30,.0666666666666667,1,4,1,5,5,1,1,5,1,3,4,1,6,1,6,3,3,4,2,4,4,4,2,2,4,5,2,5,4,4,4,7,4,6,6,4,6,4,5,1,1,7,7,7,7,4,4,4,4,7,5,6,5,2,2,4.83333333333333,5,3,7,7,4,4,5.5,5.33333333333333,3.5,3,2,1,1,4,1,4,2,2,1, , , , ,2,2,1,2,-2.11438963978465,-1.23675486730071,-1.38936092797183,-1.77175244996412,4,3,4,3,3,3,5,4,4,4,4,5,5,4,4,3,4,4,4,3,3,5,4,2,2,4,4,5,3,4,3,4,5,3,3,4,4,4,4,4,3,4,5,3,3.5,4.22222222222222,4.44444444444444,2.75,3.3,5,4,6,6,5,6,5,5,4,5,7,6,7,4,5,4,4,6,5,5,5.2
171,1,39,1, , ,5,3,1,5,9,2,30,1,17,1,20,1,10,22,.909090909090909,1,4,2,2,6,6,2,6,2,5,2,7,6,2,6,7,5,4,6,5,6,4,5,3,6,7,7,5,2,2,2,2,2,1,3,3,4,3,7,1,1,3,5,5,6,1,1,2,2,2,1,3,1,5,3,1.83333333333333,4,1.66666666666667,5,5.33333333333333,1,1.33333333333333,2,1.66666666666667,3,3,2,5,8,1,1,1,5,5,5, , , , ,6,4,4,5,1.23035604039193,.538352118707369,.964833977758214,.504442937912773,4,4,5,2,5,2,5,4,3,5,4,5,5,4,5,5,3,2,3,4,4,2,2,2,5,5,2,5,3,5,4,4,5,2,5,3,3,5,1,5,5,4,3,5,3.875,3.55555555555556,4,1.875,4.9,5,3,3,3,5,2,6,3,3,7,6,6,6,6,6,5,6,6,4,5,4.8
172,1,27,1, , ,4,3,1,5,10,1,1,1,20,1,1,1,4,7,.142857142857143,1,3,2,1,5,6,2,6,2,3,2,6,6,2,7,6,5,3,5,4,3,4,5,2,5,5,1,5,5,6,6,6,4,3,6,7,6,6,5,2,3,5,7,7,5,3,3,5,4,6,5,7,2,1,1,5,6,3.33333333333333,7,6.33333333333333,3,3.66666666666667,5,5,1.5,1.33333333333333,2,1,1,7,5,6,3,3,2, , , , ,4,2,1,3,-.44201679969636,-1.23675486730071,-1.38936092797183,-1.01302065400516,2,5,4,3,4,2,5,2,4,5,2,5,4,3,4,2,3,2,4,4,2,5,5,3,4,1,4,4,4,5,2,4,3,4,3,4,4,4,4,4,4,5,2,3,2.125,4.44444444444444,3.33333333333333,2.75,4,5,6,5,5,6,5,7,5,6,6,5,6,5,6,6,6,6,7,5,6,5.7
173,1,59,1, , ,3,4,1,5,9,2,5,1,16,1,4,1,1,43,.0930232558139535,1,4,2,5,6,7,3,6,3,3,3,7,5,5,5,5,3,5,4,5,4,3,2,2,4,4,4,4,3,5,5,6,6,7,3,2,5,5,3,1,2,2,6,6,6,4,4,7,4,7,5,6,3,2,2,5.33333333333333,3.6,1.66666666666667,6,6,4,5,5.5,5.33333333333333,2.5,2.33333333333333,2,2,1,2,2,5,3,3,1, , , , ,4,2,2,3,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516,2,4,4,2,4,2,4,3,2,3,3,5,5,2,3,4,5,4,3,4,2,5,5,2,4,3,4,4,3,4,2,4,4,2,2,3,4,4,3,4,4,4,4,2,2.625,4.33333333333333,4.11111111111111,1.75,3.4,3,4,5,5,4,5,5,5,5,5,6,6,5,5,5,4,4,5,5,5,4.8
174,1,21,1, , ,2,1,1,4,9,3,12,1,14,3,5,2,3,7,.714285714285714,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,9,9,9,2,2,3, , , , ,5,4,4,4,.394169620347785,.538352118707369,.964833977758214,-.254288858046192,2,4,4,5,4,2,4,2,5,5,1,4,4,5,4,1,5,1,5,5,1,5,1,4,3,1,4,2,4,5,1,4,4,4,2,1,4,4,5,4,5,4,1,3,1.25,4.22222222222222,2.55555555555556,3.625,4,4,3,2,5,6,6,7,5,1,5,2,2,1,5,6,3,3,5,1,5,3.85
175,1,49,1,2,6,4,5,1,2,10,1,14,1,14,1,33,1,0,35,.942857142857143,1,4,4,5,6,7,1,7,1,3,2,4,7,2,7,6,3,4,2,6,2,1,1,1,4,5,3,5,2,2,2,2,2,3,4,2,1,1,2,2,2,2,3,4,4,1,1,1,2,1,5,4,3,4,3,2.16666666666667,2,2,3.5,3.66666666666667,1,1,1.5,2.66666666666667,3.5,3.33333333333333,2,5,4,5,3,3,2,5,3, , , , ,6,5,5,6,1.23035604039193,1.42590561171141,1.74956561300156,1.26317473387174,5,4,5,2,5,4,4,3,2,5,4,4,4,4,5,5,3,4,4,5,5,3,4,2,5,5,5,5,3,5,4,4,5,1,5,5,3,4,4,5,5,3,4,5,4.625,3.66666666666667,4.22222222222222,2.125,5,5,6,4,5,6,6,7,7,6,6,6,6,7,6,6,6,6,7,6,6,6
176,1,27,6, , ,4,4,1,5,7,3,7,1,17,1,10,1,2,10,1,1,3,4,6,6,2,3,3,3,3,2,2,5,2,5,3,2,2,2,3,5,1,2,2,2,3,3,2,4,3,4,3,3,3,6,5,6,6,6,2,2,2,6,6,6,2,3,3,3,3,2,6,2,2,3,3.33333333333333,5.8,2,6,6,2.5,2.66666666666667,3,2.66666666666667,2,2.33333333333333,2,4,6,2,2,5,6,1,1, , , , ,3, ,1,1,-1.27820321974051, ,-1.38936092797183,-2.53048424592309,1,2,5,4,2,1,4,2,2,2,1,4,5,4,4,1,5,2,4,4,1,4,2,2,2,3,2,5,4,3,1,4,5,2,1,1,3,4,5,4,3,4,2,2,1.25,3.55555555555556,3.55555555555556,2.625,2.7,5,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,7,6,4,5,5.6
177,1,66,1, , ,3,8,1,5,11,1,3,1,16,1,1,1,4,50,.02,1,5,1,1,1,4,1,5,1,2,1,6,6,1,6,6,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,3,3,3,2,2,3,3,2,1,1,4,7,7,7,2,2,4,4,6,2,7,1,1,1,2.5,2.4,2,7,7,2,2.66666666666667,5,4,1,1,2,2,1,9,2,1,1,2,1, , , , ,4,3,2,4,-.44201679969636,-.349201374296671,-.604629292728481,-.254288858046192,5,5,5,1,4,5,5,5,1,5,5,5,5,1,4,5,5,5,1,4,5,5,5,1,4,5,5,5,1,4,5,5,5,1,4,5,4,5,1,4,4,5,5,2,5,4.88888888888889,5,.75,3.9,6,6,6,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,6.7
178,1,41,1, , ,2,6,1,5,10,1,5,1,19,1,1,1,4,22,.0454545454545455,1,3,2,4,5,5,1,6,1,1,2,4,6,2,6,5,3,4,4,3,2,2,2,2,3,6,4,2,3,2,3,3,2,4,3,6,6,3,2,1,1,6,7,7,7,2,2,4,2,6,3,3,1,5,3,2.83333333333333,4,2.66666666666667,7,7,2,2.66666666666667,4,3.66666666666667,3,3,2,1,1,8,3,2,1,1,1, , , , ,5,4,4,4,.394169620347785,.538352118707369,.964833977758214,-.254288858046192,1,5,5,4,5,1,5,2,4,4,2,2,5,5,5,2,2,2,5,5,1,1,2,4,4,1,1,5,4,4,1,5,5,4,1,1,2,5,5,5,5,4,2,5,1.25,3,3.66666666666667,3.375,4.3,3,1,1,5,5,6,2,3,3,2,3,5,6,5,5,1,1,1,6,2,3.3
179,1,33,1, , ,4,6,1,5,7,1,13,1,15,1,10,1,8,18,.555555555555556,1,2,2,1,6,7,1,6,1,6,1,7,6,1,7,3,1,1,3,6,1,3,1,1,6,2,1,5,3,5,5,6,6,7,3,5,6,7,3,1,2,2,7,7,7,1,1,7,3,7,3,2,1,6,1,5.33333333333333,4.8,1.66666666666667,7,7,1,3,5,4.33333333333333,3.5,2.66666666666667,2,3,7,7,3,4,5,2,2, , , , ,4,4,1,4,-.44201679969636,.538352118707369,-1.38936092797183,-.254288858046192,4,4,4,4,1,4,5,4,5,2,1,5,4,4,1,2,4,4,5,2,4,4,1,5,1,3,5,2,4,1,4,4,4,5,1,4,5,4,5,2,1,2,4,3,3.25,4.22222222222222,3.44444444444444,3.5,1.5,3,2,2,3,3,5,5,3,2,2,5,3,3,2,3,1,1,3,3,2,2.8
180,1,55,1, , ,2,8,1,5,10,1,4,1,15,1,4,1,4,40,.1,1,5,2,2,2,2,2,7,2,2,2,2,5,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,4,4,2,4,4,2,6,6,4,1,1,1,6,2,4,2,4,3,6,2,2,2,2.66666666666667,3.2,5.33333333333333,1,1,4,4,3,3,2,2,2,4,4,5,1,1,1,1,1, , , , ,5,4,3,6,.394169620347785,.538352118707369,.180102342514866,1.26317473387174,5,5,5,1,4,2,5,5,2,2,5,5,5,1,3,4,5,5,1,5,2,5,5,1,3,3,5,5,1,3,2,5,5,2,1,4,5,5,1,3,3,5,5,3,3.375,5,5,1,3,4,2,1,1,3,6,4,4,5,5,7,4,5,4,4,2,2,4,6,5,3.9
184,1,30,1,6, ,3,6,1,5,9,1,7,1,17,1,25,1,3,13,1.92307692307692,1,3,1,5,6,5,1,4,1,2,2,6,2,2,4,2,1,1,1,3,1,1,1,1,3,3,1,1,4,5,5,2,4,1,1,1,1,1,3,7,7,3,1,1,1,5,5,1,5,2,6,4,6,4,6,3.5,1.4,5.66666666666667,1,1,5,3.66666666666667,3.5,4.33333333333333,5,5.33333333333333,2,6,6,6,4,5,5,5,1, , , , ,4,2,2,3,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516,2,5,4,3,2,5,4,4,4,4,2,4,4,4,2,2,4,5,5,3,2,4,4,2,2,3,4,4,4,2,2,4,4,4,3,2,4,4,3,3,3,4,4,3,2.5,4.11111111111111,4.11111111111111,2.875,2.7,4,6,2,5,6,6,6,5,2,6,6,7,6,6,5,4,2,6,6,5,5.05
185,1,31,3, , ,5,1,1,2,5,4,2,2, ,1,1,1,1, , ,1,4,1,1,2,4,2,3,1,1,1,4,6,1,5,4,4,5,4,6,5,4,3,4,5,6,3,3,2,2,3,6,2,3,4,5,6,3,3,3,2,2,2,3,4,3,2,2,3,2,3,2,2,6,6,3,4.2,2.33333333333333,2.5,3,2.5,2.33333333333333,2.5,2.66666666666667,4,4.66666666666667,2,2,1,2,1,3,5,2,2, , , , ,2,2,1,2,-2.11438963978465,-1.23675486730071,-1.38936092797183,-1.77175244996412,4,4,3,1,4,3,5,4,3,4,3,2,4,3,4,4,4,5,2,4,3,4,2,2,3,4,3,4,2,5,3,3,4,3,2,4,4,4,3,4,1,4,4,3,3.5,3.66666666666667,3.77777777777778,1.875,3.4,5,5,4,5,6,5,5,4,5,5,4,5,5,5,5,5,6,5,5,6,5
186,1,60,1,6, ,3,2,2, , , ,20,1,18,1,15,0,0,42,.357142857142857,1,2,6,4,4,2,2,5,1,4,4,1,6,1,6,2,2,2,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2, ,7,7,2,2,2,2,6,1,6, ,2,2,2,2.4,1.66666666666667, , ,2,2,4,3, , ,1,5,3,9,6,6,2,2,2, , , , ,2,2,2,2,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412,5,2,5,5,4,5,5,5,4,5,5,4,5,5,4,4,5,5,5,4,5,5,5,4,4,1,5,5,4,5,5,5,5,4,1,5,5,4,3,4,5,5,5,5,4.375,4.55555555555556,4.88888888888889,3.25,4.1,5,5,5,5,6,6,7,6,5,5,7,7,7,6,6,5,5,6,6,7,5.85
187,1,32,3, , ,4,3,1,5,8,1,3,1,21,1,1,1,4,11,.0909090909090909,1,4,4,3,3,4,4,3,2,3,4,4,4,3,3,3,5,5,5,5,4,5,5,5,5,4,5,4,4,4,5,5,6,4,4,4,4,4,6,7,4,5,5,4,4,5,4,4,5,4,4,5,3,3,3,4.66666666666667,4.4,5.33333333333333,4.5,4.33333333333333,4.5,4.33333333333333,4.5,4.33333333333333,3,3,2,2,2,6,6,4,7,6,1, , , , ,5,3,1,5,.394169620347785,-.349201374296671,-1.38936092797183,.504442937912773,3,4,4,2,4,2,4,3,2,3,3,3,4,3,3,3,2,3,2,2,4,3,3,3,4,3,3,3,3,4,3,3,4,4,3,4,5,4,3,3,2,3,3,3,3.125,3.33333333333333,3.44444444444444,2,3.1,4,4,5,4,5,4,5,5,4,4,4,5,4,4,5,4,4,5,5,5,4.45
188,1,70,1, , ,2,3,1,5,11,1,1,1,19,1,2,1,2,51,.0392156862745098,1,3,1,1,5,1,2,3,1,1,1,1,7,1,7,6,2,2,4,2,2,3,2,2,3,2,2,3,2,1,1,1,1,1,3,3,4,3,6,5,3,3,7,7,7,5,5,6,6,7,3,7,3,1,1,1.16666666666667,3.8,3.66666666666667,7,7,5,5.33333333333333,6.5,5.33333333333333,2,1.66666666666667,2,1,2,1,1,8,1,1,1, , , , ,3,2,1,2,-1.27820321974051,-1.23675486730071,-1.38936092797183,-1.77175244996412,4,1,4,2,2,2,4,2,4,2,1,5,4,4,2,2,4,2,4,2,4,4,2,4,2,1,5,4,2,2,2,4,4,4,2,2,4,4,4,1,1,5,2,1,2.25,4,3.11111111111111,2.75,1.7,5,6,2,5,5,6,5,6,7,5,6,5,5,6,7,6,6,3,5,6,5.35
189,1,29,1, , ,4,4,1,5,10,2,5,1,16,1,3,1,2,13,.230769230769231,1,4,2,2,6,1,1,5,1,1,1,1,5,1,5,2,3,4,5,5,2,3,5,2,5,5,4,5,2,2,3,5,2,5,6,6,4,3,3,1,2,2,3,6,3,2,2,2,3,2,2,6,2,2,3,3.16666666666667,4.4,1.66666666666667,4.5,4,2,2,2.5,2.33333333333333,2,2.33333333333333,2,2,1,9,2,2,2,2,2, , , , ,2,2,2,4,-2.11438963978465,-1.23675486730071,-.604629292728481,-.254288858046192,2,2,4,2,4,2,2,4,4,4,3,4,4,4,4,3,2,4,4,4,2,2,4,4,3,3,3,4,4,4,2,4,4,3,2,2,4,4,4,4,4,3,4,3,2.375,2.88888888888889,4,2.625,3.6,5,5,5,5,5,6,6,5,6,5,6,6,6,4,5,4,5,6,6,6,5.35
190,1,46,6, , ,4,6,1,5,10,1,2,1,22,1,3,1,6,24,.125,1,4,4,6,5,2,2,6,2,2,2,2,6,2,3,2,1,1,1,4,1,1,1,6,6,6,6,1,2,2,2,3,3,3,2,2,3,2,2,2,1,3,5,6,6,3,2,2,3,3,4,5,3,3,3,2.5,2.2,2,5.5,5.66666666666667,2.5,2.33333333333333,3,3.33333333333333,3,3,2,2,1,9,2,7,2,2,1, , , , ,6,4,2,6,1.23035604039193,.538352118707369,-.604629292728481,1.26317473387174,3,4,5,1,4,2,4,5,2,4,4,4,4,2,4,4,4,5,3,4,4,5,5,2,4,4,4,4,1,5,5,4,4,2,4,4,5,4,2,4,1,4,4,5,3.75,4.22222222222222,4.44444444444444,1.5,3.9,6,6,3,3,4,5,5,5,6,6,6,6,6,6,5,6,6,6,6,6,5.4
191,1,37,6, , ,4,6,1,5,10,1,6,1,20,1,6,1,20,17,.352941176470588,1,3,1,1,6,6,1,6,1,1,1,6,7,1,7,1,1,1,1,3,1,1,1,1,3,3,2,1,4,4,4,1,4,2,1,1,1,1,2,7,7,1,1,1,1,5,5,1,5,1,6,1,7,7,7,3.16666666666667,1.2,5,1,1,5,3.66666666666667,3,4,7,7,2,2,2,3,1,1,1,1,1, , , , ,5,4,2,4,.394169620347785,.538352118707369,-.604629292728481,-.254288858046192,4,5,5,4,4,2,4,5,2,4,2,5,5,1,4,3,5,5,3,4,2,5,5,1,4,1,5,5,1,2,2,5,5,1,2,4,5,4,4,4,5,5,5,4,2.5,4.88888888888889,4.88888888888889,1.875,3.7,6,6,6,6,1,6,6,6,6,6,6,7,7,6,6,5,5,6,6,6,5.75
192,1,41,1, , ,4,9,1,5,10,1,4,1,21,1,2,1,0,20,.1,1,3,3,4,5,4,4,5,3,2,2,4,5,2,6,4,4,5,4,4,4,3,5,3,3,4,4,4,3,4,4,4,4,6,3,4,4,5,5,2,2,2,4,4,4,3,3,4,3,5,3,4,3,4,4,4.16666666666667,4.2,2,4,4,3,3.33333333333333,4,3.66666666666667,3.5,3.66666666666667,2,2,2,2,2,2,1,1,2, , , , ,2,2,2,2,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412,2,2,4,3,4,2,4,3,3,4,3,3,5,4,4,3,4,3,4,4,1,4,3,2,4,3,3,4,4,4,2,4,4,2,3,2,2,4,3,4,4,4,3,3,2.25,3.33333333333333,3.66666666666667,2.375,3.8,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,6,5,5,5.2
193,1,46,1, , ,3,7,1,5,11,1,10,1,18,1,5,1,15,28,.178571428571429,1,5,5,4,5,6,1,6,1,2,6,6,7,3,7,4,1,4,6,2,2,3,2,3,2,3,2,1,2,3,7,7,6,7,4,5,3,4,3,1,1,1,5,5,5,1,1,2,2,2,3,6,2,2,3,5.33333333333333,3.8,1,5,5,1,1.33333333333333,2,2.33333333333333,2,2.33333333333333,2,3,1,4,1,1,1,1,1, , , , ,5,4,1,5,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773,3,4,4,1,4,3,4,5,2,4,4,5,5,3,5,4,5,5,1,2,3,4,5,2,4,4,5,5,1,4,2,4,5,2,3,4,5,4,1,4,1,5,5,3,3.375,4.55555555555556,4.77777777777778,1.25,3.4,6,7,7,5,6,5,6,6,7,7,7,7,7,6,6,6,5,6,5,4,6.05
194,1,56,1, , ,3,3,2, , , ,20,1,15,1,25,0,0,41,.609756097560976,1,3,3,6,6,2,2,6,2,2,5,2,5,4,6,5,2,2,2,2,2,2,2,2,4,4,2,3,3,5,5,5,4,4,4,5,4,3,5,1,1,4,5,5,5,2,3,4,3,6,2,6,2,2,2,4.33333333333333,4.2,2,5,5,2.5,3,4.5,3.66666666666667,2,2,1,3,5,7,3,7,6,6,6, , , , ,3,2,2,4,-1.27820321974051,-1.23675486730071,-.604629292728481,-.254288858046192,4,4,4,2,4,4,4,3,2,4,3,5,4,1,4,4,4,3,1,4,5,4,5,2,4,4,5,4,1,4,5,4,4,2,4,4,5,4,1,4,5,4,5,4,4.125,4.33333333333333,4,1.125,4.1,6,6,6,6,6,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4.9
195,1,25,1,2, ,4,7,2, , , ,1,1,24,1,4,1,0,1,4,1,3,1,1,7,7,1,7,1,6,1,7,7,1,7,5,5,6,5,6,2,1,2,1,4,5,1,3,5,4,4,3,4,5,7,7,7,7,7,7,7,7,4,7,7,1,1,5,4,5,7,1,7,7,7,4.16666666666667,7,7,5.5,6,1,2.33333333333333,4.5,5.33333333333333,7,7,2,2,2,7,1,8,2,2,2, , , , ,3,1,3,3,-1.27820321974051,-2.12430836030475,.180102342514866,-1.01302065400516,4,2,3,4,2,4,2,2,4,3,3,4,4,4,2,4,2,2,4,2,4,3,3,3,2,2,3,4,3,2,3,4,4,3,2,2,4,4,5,2,3,2,2,2,3.25,2.88888888888889,3.11111111111111,3,2.2,3,2,2,2,5,6,6,2,1,2,2,1,2,1,2,1,1,7,5,5,2.9
196,1,49,1, , ,3,2,2, , , ,6,1,15,1,12,2,1,34,.352941176470588,1,3,3,6,5,2,3,5,3,2,3,3,5,4,7,5,2,2,2,3,2,4,3,3,4,4,3,2,3,3,4,3,3,3,3,6,5,4,3,4,4,4,4,6,6,3,3,4,4,4,3,7,1,1,1,3.16666666666667,4.2,4,5,5.33333333333333,3,3.33333333333333,4,3.66666666666667,1,1,3,2,5,4,5,4,3,4,2, , , , ,4,2,2,5,-.44201679969636,-1.23675486730071,-.604629292728481,.504442937912773,2,3,5,2,4,1,5,4,1,5,3,5,4,2,4,3,5,2,2,4,2,5,2,1,4,4,2,3,1,4,1,5,5,1,5,2,2,3,1,4,3,3,3,3,2.25,3.88888888888889,3.44444444444444,1.125,4,6,5,5,6,7,7,7,7,7,7,5,6,7,7,7,7,7,7,7,7,6.55
198,1,34,1, , , ,7,1,1,9,3,5,1,17,1,32,3,1,17,1.88235294117647,1,3,4,7,6,7,4,7,6,6,5,6,7,6,5,6,3,4,2,4,3,1,2,1,6,5,3,4,4,3,4,2,2,3,3,3,4,3,2,5,3,4,5,3,2,2,2,4,3,4,6,3,2,5,1,3,3,4,4,3.33333333333333,2,2.66666666666667,3.5,4.33333333333333,3.5,2.66666666666667,4,8,8,8,8,8,6,3,5, , , , ,5,4,4,5,.394169620347785,.538352118707369,.964833977758214,.504442937912773,2,2,5,4,5,4,5,5,2,5,3,4,5,5,5,3,2,5,5,4,1,3,5,1,4,5,3,5,4,5,1,5,5,2,1,1,5,4,4,5,5,4,5,5,2.5,3.66666666666667,4.88888888888889,2.75,4.4,6,5,7,6,7,7,7,7,4,6,6,6,6,6,7,6,7,7,6,7,6.3
199,1,60,1, , ,4,3,1,5,8,1,5,1,15,1,6,1,0,45,.133333333333333,1,1,5,2,3,6,1,6,1,5,1,6,7,1,7,1,3,5,2,6,6,5,5,3,6,6,3,2,5,7,7,7,7,7,6,7,7,7,7,1,4,7,7,7,7,2,2,7,7,7,7,7,5,1,1,6.66666666666667,6.8,4,7,7,2,3.66666666666667,7,7,3,2.33333333333333,2,2,6,8,3,4,1,2,1, , , , ,2,2,2,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-2.53048424592309,1,3,4,5,2,2,2,4,5,3,1,5,4,5,2,1,2,4,5,5,1,1,5,5,1,1,5,3,4,4,2,3,3,5,2,1,5,2,5,2,5,2,2,3,1.25,3.11111111111111,3.44444444444444,3.75,2.9,1,4,1,1,5,5,5,5,3,2,2,2,2,1,4,2,2,4,1,3,2.75
201,1,35,1, , ,2,8,1,5,10,1,20,1,17,1,40,1,1,18,2.22222222222222,1,4,2,7,4,4,5,4,5,3,2,4,6,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,5,2,3,3,3,4,6,6,5,2,2,2,1,1,3,4,1,5,1,7,7,7,3.33333333333333,3,5.66666666666667,2,2,1,1.66666666666667,2.5,3.33333333333333,7,7,2,6,8,8,8,8,6,6,4, , , , ,4,3,2,3,-.44201679969636,-.349201374296671,-.604629292728481,-1.01302065400516,1,5,5,2,3,2,4,4,2,4,2,4,5,2,4,2,1,5,3,4,1,1,4,2,4,4,3,5,3,4,2,2,4,2,3,2,3,5,2,3,4,3,4,2,2,2.88888888888889,4.55555555555556,1.625,3.5,6,6,6,6,6,6,6,6,7,7,6,7,7,7,7,7,7,7,6,7,6.5
202,1,50,1, , ,3,7,1,5,10,1,4,1,21,1,9,1,12,29,.310344827586207,1,4,1,7,7,4,1,5,1,1,1,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,2,4,4,4,5,7,7,6,1,1,1,6,6,5,6,2,5,1,7,7,7,5.16666666666667,3.8,6.66666666666667,1,1,6,5.66666666666667,4,4.33333333333333,7,7,2,2,3,4,1,1,1,1,1, , , , ,4,4,3,4,-.44201679969636,.538352118707369,.180102342514866,-.254288858046192,4,5,5,1,2,4,5,5,1,2,5,5,5,1,1,4,5,5,1,2,4,4,5,1,2,2,5,5,1,4,4,5,5,1,2,4,5,5,1,2,1,4,5,1,3.875,4.77777777777778,5,.75,1.9,6,6,6,6,7,6,5,2,7,7,7,7,7,7,7,7,7,7,7,7,6.4
203,1,48,1, , ,2,6,1,5,11,1,5,1,18,1,5,1,5,30,.166666666666667,1,2,1,6,7,1,1,7,1,1,1,1,7,1,7,3,1,5,1,5,5,6,6,6,1,6,2,1,2,5,5,5,4,7,1,1,3,3,2,1,1,2,7,7,7,1,2,5,2,6,1,7,1,1,3,4.66666666666667,2,1.33333333333333,7,7,1.5,2.66666666666667,4,3,1,1.66666666666667,2,2,2,1,9,1,2,2,1, , , , ,5,3,1,4,.394169620347785,-.349201374296671,-1.38936092797183,-.254288858046192,5,5,5,1,2,4,4,5,2,4,2,5,5,2,2,4,5,5,2,2,5,5,5,2,2,4,5,5,2,2,4,5,5,1,1,5,5,5,2,2,2,5,4,1,4.125,4.88888888888889,4.88888888888889,1.25,2,3,2,1,3,1,5,2,1,5,7,6,6,6,6,6,6,6,5,7,6,4.5
